Composito problema de clasificación
4
x
y
z
lito
189710.521	8439045.693	3802.32	5
189710.521	8439045.693	3797.82	5
189710.521	8439045.693	3794.82	5
189710.521	8439045.693	3791.82	5
189710.521	8439045.693	3788.82	5
189710.521	8439045.693	3785.82	5
189710.521	8439045.693	3782.82	5
189710.521	8439045.693	3779.82	5
189710.521	8439045.693	3776.82	5
189710.521	8439045.693	3773.82	5
189710.521	8439045.693	3770.82	5
189710.521	8439045.693	3767.82	5
189710.521	8439045.693	3764.82	5
189710.521	8439045.693	3761.82	5
189710.521	8439045.693	3758.82	5
189710.521	8439045.693	3755.82	5
189710.521	8439045.693	3752.82	5
189710.521	8439045.693	3749.82	5
189710.521	8439045.693	3746.82	5
189710.521	8439045.693	3743.82	5
189710.521	8439045.693	3740.82	5
189710.521	8439045.693	3737.82	5
189710.521	8439045.693	3734.82	5
189710.521	8439045.693	3731.82	5
189710.521	8439045.693	3728.82	5
189710.521	8439045.693	3725.82	5
189710.521	8439045.693	3722.82	5
189710.521	8439045.693	3719.82	5
189710.521	8439045.693	3716.995	5
189710.521	8439045.693	3714.495	5
189710.521	8439045.693	3712.57	5
189710.521	8439045.693	3710.445	5
189710.521	8439045.693	3707.57	5
189710.521	8439045.693	3705.07	5
189710.521	8439045.693	3702.57	5
189710.521	8439045.693	3699.57	5
189710.521	8439045.693	3696.57	5
189710.521	8439045.693	3693.57	5
189710.521	8439045.693	3690.57	5
189710.521	8439045.693	3687.57	5
189710.521	8439045.693	3684.57	5
189710.521	8439045.693	3681.57	5
189710.521	8439045.693	3678.57	5
189710.521	8439045.693	3675.57	5
189710.521	8439045.693	3673.245	5
189710.521	8439045.693	3671.67	3
189710.521	8439045.693	3670.095	3
189710.521	8439045.693	3666.12	2
189710.3937	8439045.653	3804.25334	7
189711.7114	8439044.189	3802.284047	5
189712.8115	8439042.968	3800.640024	5
189714.0133	8439041.633	3798.843973	5
189715.4327	8439040.056	3796.722653	5
189716.8522	8439038.48	3794.601332	5
189717.9168	8439037.298	3793.010342	2
189718.7211	8439036.404	3791.80826	2
189719.8803	8439035.117	3790.075849	5
189721.2998	8439033.54	3787.954529	5
189722.7192	8439031.964	3785.833208	5
189724.1386	8439030.388	3783.711888	5
189725.5581	8439028.811	3781.590567	5
189726.9775	8439027.235	3779.469247	5
189728.397	8439025.658	3777.347927	5
189729.8164	8439024.082	3775.226606	5
189731.2358	8439022.505	3773.105286	5
189732.6553	8439020.929	3770.983966	2
189734.0392	8439019.392	3768.915678	3
189710.3892	8439045.94	3804.018962	7
189709.3855	8439047.055	3801.420886	5
189708.3818	8439048.17	3798.822809	5
189707.3781	8439049.285	3796.224733	5
189706.3744	8439050.399	3793.626657	5
189705.3707	8439051.514	3791.028581	5
189704.367	8439052.629	3788.430505	6
189703.4469	8439053.65	3786.048935	6
