Fe_pred,S_pred,Cu_pred,MET_pred
28.56,2.98,0.06,0.23
28.71,2.97,0.06,0.23
22.24,3.29,0.1,0.24
22.33,3.25,0.1,0.24
22.43,3.26,0.1,0.24
22.53,3.28,0.1,0.24
56.84,3.13,0.1,0.1
57.28,3.13,0.1,0.1
57.24,3.15,0.1,0.1
57.22,3.16,0.1,0.1
56.11,3.17,0.1,0.1
56.08,3.18,0.1,0.1
55.06,3.19,0.1,0.1
49.75,3.2,0.09,0.13
49.78,3.21,0.09,0.13
42.58,3.8,0.14,0.17
42.74,3.86,0.13,0.17
42.6,3.88,0.14,0.17
41.63,3.9,0.15,0.19
41.66,3.91,0.15,0.19
41.71,3.91,0.15,0.19
41.78,3.91,0.15,0.19
41.75,3.85,0.14,0.18
40.25,3.55,0.14,0.22
40.37,3.49,0.13,0.22
43.79,3.34,0.11,0.16
43.81,3.36,0.11,0.16
46.58,3.39,0.1,0.14
11.06,2.39,0.06,0.33
10.97,2.4,0.07,0.33
10.97,2.39,0.07,0.33
10.98,2.38,0.07,0.33
9.47,2.18,0.05,0.35
9.47,2.17,0.05,0.35
9.48,2.15,0.05,0.35
9.48,2.14,0.05,0.35
8.46,1.89,0.04,0.37
8.59,1.93,0.04,0.37
8.57,1.92,0.04,0.37
7.37,1.76,0.03,0.39
7.89,1.79,0.03,0.38
7.89,1.78,0.03,0.38
7.22,1.68,0.02,0.39
6.94,1.7,0.02,0.4
7.63,1.9,0.03,0.38
7.63,1.89,0.03,0.38
8.27,2.03,0.03,0.38
8.26,2.02,0.03,0.38
7.28,2.31,0.02,0.38
7.29,2.28,0.02,0.38
6.67,2.59,0.02,0.38
6.66,2.56,0.02,0.38
6.66,2.53,0.02,0.38
58.24,2.82,0.09,0.09
56.99,2.89,0.09,0.1
56.96,2.91,0.09,0.1
56.94,2.92,0.09,0.1
55.81,2.97,0.09,0.11
55.77,2.99,0.09,0.11
42.47,3.97,0.1,0.17
42.49,3.97,0.1,0.17
42.52,3.97,0.1,0.17
37.66,3.2,0.03,0.21
37.84,3.21,0.03,0.21
38.03,3.21,0.03,0.21
28.85,2.99,0.06,0.23
28.66,2.97,0.06,0.23
21.52,3.23,0.1,0.25
22.28,3.3,0.1,0.24
22.4,3.3,0.1,0.24
22.44,3.27,0.1,0.24
22.52,3.28,0.1,0.24
56.8,3.13,0.1,0.1
57.23,3.13,0.1,0.1
57.21,3.15,0.1,0.1
57.19,3.17,0.1,0.1
55.53,3.13,0.1,0.1
50.34,3.17,0.09,0.13
50.37,3.19,0.09,0.13
45.58,3.32,0.11,0.15
41.12,4.06,0.15,0.2
42.45,3.86,0.14,0.17
41.5,3.88,0.15,0.19
41.54,3.89,0.15,0.19
41.59,3.9,0.15,0.19
41.67,3.9,0.15,0.19
41.65,3.84,0.15,0.19
40.18,3.56,0.13,0.22
40.29,3.49,0.13,0.22
43.71,3.33,0.11,0.16
46.42,3.33,0.1,0.14
46.46,3.35,0.1,0.14
46.5,3.38,0.1,0.14
46.2,3.41,0.1,0.14
10.92,2.4,0.07,0.33
10.93,2.38,0.07,0.33
9.42,2.18,0.05,0.35
9.42,2.17,0.05,0.35
9.42,2.15,0.05,0.35
9.43,2.14,0.05,0.35
9.43,2.13,0.05,0.35
9.07,2.2,0.06,0.35
8.58,1.92,0.04,0.37
7.36,1.76,0.03,0.39
7.87,1.8,0.03,0.38
7.87,1.78,0.03,0.38
7.2,1.69,0.03,0.39
7.19,1.67,0.03,0.39
6.91,1.69,0.02,0.4
7.62,1.89,0.03,0.39
8.28,2.04,0.03,0.38
8.27,2.02,0.03,0.38
7.27,2.34,0.02,0.38
7.28,2.3,0.02,0.38
7.27,2.27,0.02,0.38
6.67,2.59,0.02,0.38
6.66,2.56,0.02,0.38
6.65,2.52,0.02,0.38
58.23,2.8,0.09,0.09
58.2,2.82,0.09,0.09
58.17,2.83,0.09,0.09
56.93,2.91,0.09,0.1
56.89,2.92,0.09,0.1
55.76,2.98,0.09,0.11
55.72,2.99,0.09,0.11
55.68,3.01,0.09,0.11
42.45,3.96,0.1,0.17
42.47,3.96,0.1,0.17
42.49,3.96,0.1,0.17
37.8,3.2,0.03,0.21
37.98,3.21,0.03,0.21
21.35,3.22,0.1,0.25
21.43,3.23,0.1,0.25
21.52,3.25,0.1,0.25
22.32,3.3,0.1,0.24
22.41,3.31,0.1,0.24
22.45,3.28,0.1,0.25
22.54,3.29,0.1,0.25
22.63,3.3,0.1,0.25
56.73,3.14,0.1,0.1
12.36,2.45,0.05,0.31
18.85,3.23,0.09,0.26
18.89,3.22,0.09,0.26
18.93,3.22,0.09,0.26
42.23,3.83,0.14,0.18
42.31,3.85,0.14,0.17
42.39,3.85,0.14,0.17
41.4,3.88,0.15,0.19
41.46,3.89,0.15,0.19
41.58,3.98,0.14,0.19
40.5,3.92,0.15,0.21
40.56,3.92,0.15,0.21
41.1,3.81,0.15,0.2
41.98,3.65,0.14,0.18
46.3,3.3,0.1,0.15
46.34,3.32,0.1,0.14
46.38,3.35,0.1,0.14
46.08,3.39,0.1,0.15
46.12,3.41,0.1,0.14
46.16,3.43,0.1,0.14
9.38,2.19,0.05,0.35
9.37,2.17,0.05,0.35
9.37,2.16,0.05,0.35
9.37,2.14,0.05,0.35
9.37,2.13,0.05,0.35
9.01,2.2,0.06,0.35
8.58,1.93,0.04,0.37
7.85,1.81,0.04,0.38
7.85,1.8,0.04,0.38
7.86,1.78,0.04,0.38
7.86,1.77,0.04,0.38
7.17,1.67,0.03,0.39
6.9,1.69,0.03,0.4
7.6,1.89,0.03,0.39
8.28,2.05,0.03,0.38
8.27,2.03,0.03,0.38
7.26,2.36,0.02,0.38
7.27,2.33,0.02,0.38
7.27,2.3,0.02,0.38
6.64,2.6,0.02,0.38
6.65,2.58,0.02,0.38
6.66,2.55,0.02,0.38
6.39,2.69,0.01,0.38
65.62,2.66,0.09,0.05
58.18,2.8,0.09,0.09
58.15,2.81,0.09,0.09
58.11,2.83,0.09,0.09
56.86,2.91,0.09,0.1
56.83,2.92,0.09,0.1
56.8,2.94,0.09,0.1
55.66,2.99,0.09,0.11
55.61,3.01,0.09,0.11
55.58,3.03,0.09,0.11
42.43,3.95,0.1,0.17
42.45,3.95,0.1,0.17
37.94,3.14,0.07,0.23
30.21,3.11,0.05,0.24
30.34,3.1,0.05,0.24
21.43,3.25,0.1,0.25
21.51,3.26,0.1,0.25
21.6,3.27,0.1,0.25
22.42,3.32,0.1,0.24
22.5,3.33,0.1,0.25
22.55,3.3,0.1,0.25
15.68,3.07,0.08,0.28
12.15,2.3,0.04,0.31
18.7,3.21,0.09,0.26
18.74,3.21,0.09,0.26
18.78,3.2,0.09,0.26
18.82,3.2,0.09,0.26
42.24,3.84,0.14,0.17
42.34,3.83,0.14,0.17
41.32,3.88,0.15,0.2
41.44,3.96,0.14,0.19
41.55,3.96,0.14,0.19
40.48,3.91,0.15,0.21
40.99,3.81,0.15,0.2
41.87,3.66,0.14,0.18
46.19,3.28,0.1,0.15
46.23,3.3,0.1,0.15
45.98,3.35,0.1,0.15
46.0,3.37,0.1,0.15
46.03,3.39,0.1,0.15
46.06,3.41,0.1,0.15
46.09,3.44,0.1,0.14
9.35,2.19,0.05,0.35
9.34,2.17,0.05,0.35
9.33,2.15,0.05,0.35
9.32,2.13,0.05,0.35
8.96,2.2,0.06,0.35
8.96,2.19,0.06,0.35
8.59,1.92,0.05,0.37
7.84,1.8,0.04,0.38
7.84,1.79,0.04,0.38
7.84,1.77,0.04,0.38
7.15,1.67,0.03,0.39
6.88,1.69,0.03,0.4
7.59,1.89,0.03,0.39
8.27,2.06,0.03,0.38
8.27,2.04,0.03,0.38
8.26,2.02,0.03,0.38
7.25,2.35,0.02,0.38
7.26,2.32,0.02,0.38
7.27,2.29,0.02,0.38
6.63,2.59,0.02,0.38
6.63,2.57,0.02,0.38
6.36,2.71,0.01,0.38
6.38,2.68,0.01,0.38
65.66,2.66,0.09,0.05
65.61,2.66,0.09,0.05
65.57,2.67,0.09,0.05
58.1,2.81,0.09,0.09
58.07,2.82,0.09,0.09
58.04,2.83,0.09,0.09
56.77,2.92,0.09,0.1
56.72,2.94,0.09,0.1
55.6,2.99,0.09,0.11
55.56,3.01,0.09,0.11
55.52,3.03,0.09,0.11
42.39,3.95,0.1,0.17
37.89,3.12,0.06,0.23
37.91,3.11,0.06,0.23
30.36,3.11,0.05,0.24
30.48,3.1,0.05,0.24
30.6,3.1,0.05,0.24
21.52,3.27,0.1,0.25
21.57,3.28,0.1,0.25
22.43,3.33,0.1,0.25
22.52,3.34,0.1,0.25
12.23,2.42,0.04,0.31
18.48,3.2,0.09,0.26
18.55,3.2,0.09,0.26
18.59,3.19,0.09,0.26
18.63,3.19,0.09,0.26
18.67,3.18,0.09,0.26
42.19,3.82,0.14,0.17
41.19,3.94,0.14,0.2
41.3,3.94,0.14,0.19
41.4,3.94,0.14,0.19
40.39,3.9,0.15,0.21
40.89,3.82,0.15,0.2
41.73,3.66,0.14,0.18
46.09,3.26,0.1,0.15
45.87,3.31,0.09,0.15
45.9,3.33,0.1,0.15
45.92,3.35,0.1,0.15
45.95,3.37,0.1,0.15
45.98,3.4,0.1,0.15
46.0,3.42,0.1,0.15
46.02,3.44,0.1,0.15
46.31,3.44,0.1,0.14
9.31,2.17,0.06,0.35
9.3,2.15,0.06,0.35
8.91,2.2,0.06,0.35
8.91,2.19,0.06,0.35
8.55,1.93,0.05,0.37
7.82,1.8,0.04,0.38
7.83,1.79,0.04,0.38
7.82,1.77,0.04,0.38
7.82,1.76,0.04,0.38
6.86,1.69,0.03,0.4
7.57,1.9,0.03,0.39
8.21,2.07,0.03,0.38
8.22,2.05,0.03,0.38
8.23,2.04,0.03,0.38
7.23,2.37,0.02,0.38
7.23,2.34,0.02,0.38
7.25,2.31,0.02,0.38
6.59,2.61,0.02,0.38
6.61,2.58,0.02,0.38
6.63,2.56,0.02,0.38
6.34,2.7,0.01,0.38
6.36,2.67,0.01,0.38
65.69,2.65,0.09,0.05
65.65,2.66,0.09,0.05
65.6,2.66,0.09,0.05
65.54,2.67,0.09,0.05
65.49,2.67,0.09,0.05
58.02,2.82,0.09,0.09
57.99,2.83,0.09,0.09
56.68,2.92,0.09,0.1
56.64,2.93,0.09,0.1
56.61,2.95,0.09,0.1
55.49,3.01,0.09,0.11
42.35,3.88,0.09,0.17
42.38,3.87,0.09,0.17
42.4,3.86,0.09,0.17
37.87,3.09,0.06,0.23
30.42,3.1,0.05,0.24
30.55,3.1,0.05,0.24
30.67,3.09,0.05,0.24
21.45,3.27,0.1,0.25
21.48,3.28,0.1,0.25
19.03,3.24,0.1,0.26
18.24,3.18,0.09,0.26
18.31,3.18,0.09,0.26
18.38,3.18,0.09,0.26
18.43,3.17,0.09,0.26
18.48,3.17,0.09,0.26
19.48,3.2,0.09,0.26
19.49,3.19,0.09,0.26
41.17,3.93,0.14,0.2
40.16,3.97,0.15,0.22
40.55,3.9,0.14,0.21
40.61,3.89,0.14,0.21
42.21,3.59,0.13,0.18
43.08,3.44,0.12,0.17
45.8,3.29,0.09,0.15
45.82,3.31,0.09,0.15
45.85,3.33,0.09,0.15
45.87,3.36,0.09,0.15
45.9,3.38,0.09,0.15
45.92,3.4,0.1,0.15
45.94,3.42,0.1,0.15
46.2,3.42,0.1,0.15
46.22,3.44,0.1,0.15
45.94,3.45,0.1,0.15
8.89,2.22,0.06,0.35
8.87,2.2,0.06,0.35
8.51,1.94,0.05,0.37
7.81,1.8,0.04,0.38
7.81,1.79,0.04,0.38
7.81,1.78,0.04,0.38
7.81,1.76,0.04,0.38
7.11,1.66,0.03,0.39
7.55,1.89,0.03,0.39
7.56,1.88,0.03,0.39
8.18,2.06,0.03,0.38
8.18,2.05,0.03,0.38
8.19,2.04,0.03,0.38
7.2,2.36,0.03,0.38
7.21,2.33,0.03,0.38
7.23,2.3,0.03,0.38
6.58,2.6,0.02,0.38
6.59,2.58,0.02,0.38
6.33,2.7,0.01,0.38
6.34,2.68,0.02,0.38
6.34,2.66,0.02,0.38
65.71,2.64,0.09,0.05
65.65,2.65,0.09,0.05
65.6,2.65,0.09,0.05
65.55,2.65,0.09,0.05
65.5,2.66,0.09,0.05
65.45,2.66,0.09,0.05
57.98,2.81,0.09,0.09
57.95,2.82,0.09,0.09
57.91,2.84,0.09,0.09
56.56,2.93,0.09,0.1
56.53,2.94,0.09,0.1
42.72,3.82,0.08,0.17
42.73,3.81,0.08,0.17
42.33,3.87,0.09,0.17
42.34,3.86,0.09,0.17
42.36,3.86,0.09,0.17
39.77,3.27,0.09,0.24
30.6,3.1,0.05,0.24
30.73,3.09,0.05,0.25
23.51,3.37,0.1,0.24
21.41,3.25,0.1,0.24
18.07,3.15,0.09,0.26
18.13,3.15,0.09,0.26
18.2,3.15,0.09,0.26
18.27,3.15,0.09,0.26
19.36,3.2,0.09,0.26
19.39,3.19,0.09,0.26
19.41,3.19,0.09,0.26
40.05,3.96,0.15,0.22
40.12,3.95,0.15,0.22
40.53,3.88,0.14,0.21
42.12,3.6,0.14,0.18
42.98,3.44,0.12,0.17
45.72,3.27,0.09,0.15
45.75,3.29,0.09,0.15
45.77,3.32,0.09,0.15
45.8,3.34,0.09,0.15
45.82,3.36,0.09,0.15
45.84,3.38,0.09,0.15
45.87,3.4,0.09,0.15
46.1,3.4,0.09,0.15
46.12,3.42,0.09,0.15
46.12,3.44,0.1,0.15
45.84,3.45,0.1,0.15
45.85,3.47,0.1,0.15
8.86,2.2,0.06,0.36
7.79,1.8,0.04,0.38
7.79,1.79,0.04,0.38
7.8,1.78,0.04,0.38
7.8,1.77,0.04,0.38
7.1,1.66,0.03,0.39
7.54,1.9,0.03,0.39
7.54,1.88,0.03,0.39
8.14,2.07,0.03,0.38
8.14,2.06,0.03,0.38
8.14,2.05,0.03,0.38
7.17,2.38,0.03,0.38
7.19,2.35,0.03,0.38
7.2,2.33,0.03,0.38
6.54,2.62,0.02,0.38
6.56,2.6,0.02,0.38
6.58,2.56,0.02,0.38
6.33,2.68,0.01,0.38
6.34,2.66,0.02,0.38
6.34,2.79,0.01,0.38
65.71,2.63,0.09,0.05
65.66,2.64,0.09,0.05
65.61,2.64,0.09,0.05
65.55,2.65,0.09,0.05
65.5,2.65,0.09,0.05
65.44,2.66,0.09,0.05
65.39,2.66,0.09,0.05
65.33,2.66,0.09,0.05
57.88,2.82,0.09,0.09
57.84,2.83,0.09,0.09
42.95,3.81,0.08,0.18
42.96,3.81,0.08,0.18
42.67,3.83,0.08,0.17
42.67,3.83,0.08,0.17
42.28,3.88,0.09,0.17
42.29,3.87,0.09,0.17
42.3,3.86,0.09,0.17
39.7,3.26,0.08,0.24
30.65,3.1,0.04,0.25
20.8,3.19,0.1,0.25
17.82,3.13,0.09,0.26
17.89,3.13,0.09,0.26
17.95,3.13,0.09,0.26
19.16,3.19,0.09,0.26
19.21,3.19,0.09,0.26
19.26,3.19,0.09,0.26
19.29,3.19,0.09,0.26
39.91,3.94,0.14,0.22
40.0,3.94,0.14,0.22
40.45,3.88,0.14,0.21
42.03,3.6,0.14,0.18
42.88,3.45,0.13,0.17
45.65,3.26,0.09,0.15
45.67,3.28,0.09,0.15
45.69,3.3,0.09,0.15
45.72,3.32,0.09,0.15
45.74,3.34,0.09,0.15
45.77,3.36,0.09,0.15
45.79,3.39,0.09,0.15
46.0,3.37,0.1,0.15
46.01,3.39,0.1,0.15
46.03,3.42,0.1,0.15
45.73,3.42,0.1,0.15
45.74,3.44,0.1,0.15
45.75,3.46,0.1,0.15
9.09,2.17,0.06,0.35
7.78,1.79,0.04,0.38
7.78,1.78,0.04,0.38
7.78,1.76,0.04,0.38
7.78,1.75,0.04,0.38
7.27,1.83,0.03,0.4
7.52,1.89,0.03,0.39
8.09,2.08,0.03,0.38
8.09,2.07,0.03,0.38
8.1,2.06,0.03,0.38
8.11,2.04,0.03,0.38
7.15,2.37,0.03,0.38
7.17,2.34,0.03,0.38
7.18,2.32,0.03,0.38
6.54,2.6,0.02,0.38
6.55,2.59,0.02,0.38
6.31,2.68,0.01,0.38
6.32,2.66,0.01,0.38
6.33,2.64,0.02,0.38
6.34,2.77,0.01,0.38
64.85,2.66,0.09,0.05
65.66,2.63,0.09,0.05
65.61,2.63,0.09,0.05
65.56,2.64,0.09,0.05
65.51,2.64,0.09,0.05
65.45,2.65,0.09,0.05
65.4,2.65,0.09,0.05
65.34,2.65,0.09,0.05
65.29,2.66,0.09,0.05
57.8,2.81,0.09,0.09
51.42,2.99,0.08,0.13
42.89,3.82,0.08,0.18
42.9,3.82,0.08,0.18
42.61,3.85,0.08,0.17
42.61,3.85,0.08,0.17
42.61,3.84,0.08,0.17
42.24,3.87,0.09,0.17
42.25,3.87,0.09,0.17
33.68,3.1,0.04,0.25
17.65,3.18,0.09,0.26
17.64,3.11,0.09,0.26
18.9,3.18,0.08,0.26
18.94,3.18,0.09,0.26
19.0,3.18,0.09,0.26
19.06,3.18,0.09,0.26
19.11,3.18,0.09,0.26
19.15,3.18,0.09,0.26
39.83,3.92,0.14,0.21
40.36,3.87,0.14,0.21
41.92,3.61,0.14,0.18
42.79,3.45,0.13,0.17
45.59,3.25,0.09,0.15
45.61,3.27,0.09,0.15
45.62,3.29,0.09,0.15
45.64,3.31,0.09,0.15
45.67,3.33,0.09,0.15
45.69,3.35,0.09,0.15
45.72,3.37,0.09,0.15
45.93,3.36,0.1,0.15
45.92,3.37,0.1,0.15
45.93,3.39,0.1,0.15
45.63,3.4,0.1,0.15
45.63,3.42,0.1,0.15
45.65,3.44,0.1,0.15
45.65,3.46,0.1,0.15
45.66,3.48,0.1,0.15
7.76,1.78,0.04,0.38
7.76,1.77,0.04,0.38
7.77,1.75,0.04,0.38
7.25,1.83,0.03,0.4
7.5,1.89,0.03,0.39
8.05,2.1,0.03,0.38
8.06,2.08,0.04,0.38
8.07,2.07,0.04,0.38
8.07,2.05,0.04,0.38
7.09,2.4,0.03,0.38
7.12,2.37,0.03,0.38
7.13,2.34,0.03,0.38
6.54,2.6,0.02,0.38
6.54,2.58,0.02,0.38
6.54,2.56,0.02,0.38
6.31,2.66,0.01,0.38
6.31,2.64,0.01,0.38
6.32,2.76,0.01,0.38
6.33,2.74,0.01,0.38
63.08,3.59,0.1,0.06
63.66,3.47,0.1,0.05
63.9,3.37,0.09,0.05
63.88,3.39,0.09,0.05
63.86,3.41,0.09,0.05
63.84,3.42,0.09,0.05
63.82,3.44,0.09,0.05
63.8,3.46,0.09,0.05
63.79,3.48,0.09,0.05
63.77,3.5,0.09,0.05
63.77,3.52,0.09,0.05
57.7,3.62,0.1,0.1
55.3,3.56,0.1,0.11
55.33,3.57,0.1,0.11
55.36,3.57,0.1,0.11
55.39,3.58,0.1,0.11
55.42,3.58,0.1,0.11
55.44,3.58,0.1,0.11
55.48,3.59,0.1,0.11
55.5,3.59,0.1,0.11
55.53,3.58,0.1,0.11
55.57,3.58,0.1,0.11
55.6,3.58,0.1,0.11
55.64,3.58,0.1,0.11
52.2,3.26,0.1,0.12
52.15,3.28,0.1,0.13
46.35,3.09,0.09,0.13
44.59,3.02,0.14,0.17
47.34,2.75,0.1,0.13
46.3,2.56,0.12,0.15
45.04,2.62,0.15,0.19
44.98,2.61,0.15,0.19
44.91,2.6,0.15,0.19
44.84,2.59,0.15,0.19
47.59,2.71,0.11,0.13
47.54,2.71,0.11,0.13
47.48,2.72,0.11,0.13
47.44,2.72,0.11,0.13
47.38,2.73,0.11,0.13
47.33,2.73,0.11,0.13
47.28,2.74,0.11,0.13
47.21,2.75,0.11,0.13
47.15,2.75,0.11,0.13
47.09,2.76,0.11,0.13
47.03,2.77,0.11,0.13
46.97,2.77,0.11,0.13
46.92,2.78,0.11,0.13
46.85,2.79,0.11,0.13
46.79,2.79,0.11,0.13
46.73,2.8,0.11,0.13
46.66,2.8,0.12,0.14
46.58,2.8,0.12,0.14
46.51,2.8,0.12,0.14
46.43,2.8,0.12,0.14
46.35,2.8,0.12,0.14
46.27,2.81,0.12,0.14
46.18,2.81,0.12,0.14
46.11,2.81,0.12,0.14
46.02,2.81,0.12,0.14
45.94,2.81,0.12,0.14
45.86,2.82,0.12,0.14
45.79,2.82,0.12,0.14
45.71,2.83,0.12,0.14
45.11,2.8,0.13,0.15
45.05,2.8,0.13,0.15
63.17,3.58,0.1,0.06
63.7,3.46,0.1,0.05
63.95,3.36,0.09,0.05
63.94,3.38,0.09,0.05
63.92,3.4,0.09,0.05
63.9,3.42,0.09,0.05
63.88,3.44,0.09,0.05
63.86,3.46,0.09,0.05
63.85,3.48,0.09,0.05
63.84,3.5,0.09,0.05
64.77,3.72,0.11,0.05
62.95,4.14,0.12,0.07
52.62,3.22,0.09,0.12
55.25,3.55,0.1,0.11
55.28,3.55,0.1,0.11
55.31,3.56,0.1,0.11
55.34,3.56,0.1,0.11
55.37,3.56,0.1,0.11
55.4,3.57,0.1,0.11
55.43,3.57,0.1,0.11
55.46,3.56,0.1,0.11
52.73,3.31,0.1,0.12
52.13,3.24,0.1,0.12
50.5,3.06,0.09,0.13
49.82,3.03,0.09,0.13
48.92,2.98,0.09,0.13
50.05,3.02,0.1,0.13
43.1,3.18,0.16,0.21
44.7,2.96,0.15,0.18
45.07,2.62,0.15,0.19
45.0,2.62,0.15,0.19
44.93,2.61,0.15,0.19
44.86,2.6,0.15,0.19
44.8,2.6,0.15,0.19
44.73,2.59,0.15,0.19
44.67,2.59,0.15,0.19
47.54,2.73,0.11,0.13
47.48,2.74,0.11,0.13
47.43,2.75,0.11,0.13
47.38,2.75,0.11,0.13
47.32,2.76,0.11,0.13
47.26,2.77,0.11,0.13
47.2,2.77,0.11,0.13
47.14,2.78,0.11,0.13
47.08,2.78,0.11,0.13
47.02,2.79,0.11,0.13
46.96,2.8,0.11,0.13
46.9,2.8,0.11,0.13
46.83,2.81,0.11,0.13
46.77,2.81,0.11,0.13
46.69,2.81,0.12,0.14
46.61,2.81,0.12,0.14
46.54,2.81,0.12,0.14
46.46,2.82,0.12,0.14
46.39,2.82,0.12,0.14
46.3,2.82,0.12,0.14
46.23,2.82,0.12,0.14
46.14,2.82,0.12,0.14
46.06,2.82,0.12,0.14
45.99,2.83,0.12,0.14
45.92,2.84,0.12,0.14
45.85,2.84,0.12,0.14
45.21,2.81,0.13,0.15
45.16,2.82,0.13,0.15
45.1,2.82,0.13,0.15
70.49,3.32,0.1,0.01
68.77,3.19,0.09,0.02
64.0,3.35,0.09,0.05
63.98,3.37,0.09,0.05
63.98,3.39,0.09,0.05
63.97,3.41,0.09,0.05
63.95,3.43,0.09,0.05
63.93,3.45,0.09,0.05
61.96,3.67,0.1,0.07
65.15,3.76,0.11,0.05
62.9,4.22,0.13,0.07
61.65,4.26,0.13,0.08
61.63,4.27,0.13,0.08
57.59,3.79,0.12,0.11
55.21,3.54,0.1,0.11
55.23,3.54,0.1,0.11
55.27,3.54,0.1,0.11
55.29,3.54,0.1,0.11
55.33,3.54,0.1,0.11
51.82,3.18,0.1,0.13
50.34,3.01,0.09,0.13
49.82,2.99,0.09,0.13
50.12,2.95,0.09,0.13
50.97,3.14,0.11,0.13
50.98,3.15,0.11,0.13
50.99,3.16,0.11,0.13
50.99,3.16,0.11,0.13
46.0,2.91,0.12,0.14
41.23,3.13,0.16,0.22
43.1,3.18,0.16,0.21
44.84,2.74,0.15,0.18
44.93,2.6,0.15,0.19
44.87,2.59,0.15,0.19
44.81,2.59,0.15,0.19
44.75,2.6,0.15,0.19
44.68,2.6,0.15,0.19
44.62,2.61,0.15,0.19
47.54,2.75,0.11,0.13
47.49,2.76,0.11,0.13
47.43,2.77,0.11,0.13
47.37,2.77,0.11,0.13
47.31,2.78,0.11,0.13
47.24,2.79,0.11,0.13
47.19,2.79,0.11,0.13
47.19,2.82,0.11,0.13
47.11,2.83,0.11,0.13
47.04,2.83,0.11,0.13
46.97,2.84,0.11,0.13
46.9,2.85,0.11,0.13
46.82,2.85,0.11,0.13
46.74,2.85,0.11,0.13
46.65,2.85,0.11,0.13
46.58,2.85,0.11,0.14
46.5,2.85,0.11,0.14
46.42,2.85,0.12,0.14
46.35,2.86,0.12,0.14
46.28,2.86,0.12,0.14
46.21,2.87,0.12,0.14
46.13,2.87,0.12,0.14
46.06,2.88,0.12,0.14
45.99,2.88,0.12,0.14
45.33,2.83,0.13,0.14
45.27,2.83,0.13,0.15
45.22,2.84,0.13,0.15
45.17,2.84,0.13,0.15
72.51,3.2,0.1,-0.0
72.41,3.19,0.1,-0.0
70.24,3.18,0.09,0.01
64.04,3.36,0.09,0.05
64.04,3.38,0.09,0.05
64.03,3.4,0.09,0.05
64.01,3.42,0.09,0.05
64.92,3.67,0.11,0.05
63.18,4.09,0.12,0.07
62.47,4.24,0.13,0.07
61.71,4.24,0.13,0.08
61.66,4.25,0.13,0.08
61.62,4.26,0.13,0.08
61.6,4.26,0.13,0.08
57.42,3.97,0.12,0.1
52.69,3.24,0.09,0.12
52.21,3.21,0.1,0.13
50.48,3.0,0.09,0.13
49.99,2.98,0.1,0.13
50.92,3.1,0.1,0.13
50.98,3.11,0.11,0.13
51.02,3.13,0.11,0.13
51.02,3.13,0.11,0.13
51.02,3.14,0.11,0.13
51.03,3.15,0.11,0.13
51.03,3.16,0.11,0.13
51.03,3.18,0.11,0.13
51.02,3.21,0.11,0.13
46.08,2.91,0.12,0.14
41.22,3.14,0.16,0.22
41.19,3.15,0.16,0.22
41.54,3.06,0.15,0.22
44.76,2.75,0.15,0.18
44.82,2.6,0.15,0.19
44.76,2.61,0.15,0.19
44.7,2.61,0.15,0.19
47.72,2.78,0.11,0.13
47.67,2.79,0.11,0.13
47.62,2.8,0.11,0.13
47.55,2.8,0.11,0.13
47.48,2.81,0.11,0.13
47.42,2.82,0.11,0.13
47.35,2.82,0.11,0.13
47.29,2.83,0.11,0.13
47.21,2.84,0.11,0.13
47.14,2.84,0.11,0.13
47.07,2.85,0.11,0.13
46.99,2.86,0.11,0.13
46.92,2.86,0.11,0.13
46.84,2.86,0.11,0.13
46.77,2.86,0.11,0.13
46.69,2.86,0.11,0.13
46.61,2.86,0.11,0.13
46.54,2.86,0.11,0.14
46.47,2.87,0.12,0.14
46.4,2.88,0.12,0.14
46.33,2.88,0.12,0.14
46.26,2.89,0.12,0.14
46.19,2.89,0.12,0.14
46.12,2.9,0.12,0.14
46.04,2.9,0.12,0.14
45.37,2.85,0.13,0.14
45.32,2.85,0.13,0.15
45.28,2.86,0.13,0.15
45.22,2.86,0.13,0.15
72.57,3.19,0.1,-0.0
72.59,3.22,0.1,-0.0
72.6,3.27,0.1,-0.0
71.13,3.31,0.09,0.01
64.09,3.38,0.09,0.05
62.52,3.51,0.1,0.06
65.31,3.7,0.11,0.05
63.32,4.06,0.12,0.07
61.9,4.2,0.13,0.08
61.86,4.21,0.13,0.08
61.8,4.22,0.13,0.08
61.75,4.23,0.13,0.08
61.7,4.24,0.13,0.08
61.64,4.25,0.13,0.08
61.62,4.25,0.13,0.08
57.16,3.93,0.13,0.11
50.77,3.05,0.1,0.13
50.83,3.06,0.1,0.13
50.89,3.07,0.1,0.13
50.95,3.09,0.11,0.13
51.0,3.1,0.11,0.13
51.06,3.12,0.11,0.13
51.08,3.13,0.11,0.13
51.08,3.14,0.11,0.13
51.07,3.15,0.11,0.13
51.06,3.18,0.11,0.13
51.05,3.2,0.11,0.13
51.01,3.23,0.11,0.13
50.97,3.25,0.11,0.13
42.92,3.27,0.16,0.2
41.23,3.16,0.15,0.22
41.61,3.07,0.15,0.22
41.57,3.07,0.15,0.22
42.97,2.93,0.16,0.22
44.7,2.75,0.15,0.18
49.06,2.89,0.08,0.12
49.21,2.9,0.08,0.12
47.7,2.81,0.11,0.13
47.64,2.81,0.11,0.13
47.57,2.82,0.11,0.13
