DDH;ESTE_X;NORTE_Y;COTA_Z;Fe;S;Cu;MET;Al;Sc;Ca;Y;Sr;Mg;Ba;K;Litologia;Lito_code
ODH-39;189876.272;8439233.13;3574.647;51.973;5.625;0.053514;0.1422053;1.302;0.25;3.229;5.705;32.291;1.317;49.164;0.394;MG;5
ODH-39;189876.272;8439233.13;3572.147;11.6;2.09;0.03699;0.35025;5.74;9.9;7.12;11.2;202.7;4.67;212;2.8;SK;6
ODH-39;189876.272;8439233.13;3570.097;6.01;3.59;0.00619;0.53561;8.14;19.7;6.32;18.8;364.6;2.23;433;3.51;SK;6
ODH-40;189380.5343;8438737.72;3622.241602;53.28;0.38;0.07744;0.07711;1.47;0.25;3.05;6.9;28.8;1.09;43;0.17;MG;5
ODH-40;189385.9755;8438731.677;3614.109874;55.03;2.76;0.10002;0.06246;1.12;0.25;2.82;5.9;20.2;0.89;22;0.16;MG;5
ODH-40;189386.8035;8438730.757;3612.872437;57.78;3.22;0.08876;0.0784;1.18;0.25;2;5.9;15.9;1.06;24;0.16;MG;5
ODH-40;189387.8918;8438729.549;3611.246092;37.62;1.79;0.04436;0.14478;2.93;2.5;4.3;7;62.6;3.61;100;1.46;MG;5
ODH-40;189389.051;8438728.261;3609.51368;8.04;0.31;0.01248;0.15262;3.73;4.6;15;12.8;628.7;3.1;343;2.66;SK;6
ODH-40;189390.0919;8438727.105;3607.958045;43.58;2.34;0.06231;0.11128;1.77;0.5;6.6;7.8;39.3;1.84;52;0.59;MG;5
ODH-40;189391.1328;8438725.949;3606.40241;38.44;2.96;0.11316;0.15918;3.24;2.2;4.29;8.1;141.6;3.18;183;2.09;MG;5
ODH-40;189393.12;8438723.742;3603.432562;46.039;3.078;0.041115;0.1269217;2.539;1.373;2.857;8.325;34.513;2.386;59.583;0.794;MG;5
ODH-40;189395.1546;8438721.483;3600.392003;34.224;3.128;0.0972096;0.1568168;3.133;3.404;4.747;14.464;134.824;2.622;195.8;2.258;MG;5
ODH-40;189396.4557;8438720.038;3598.447459;55.915;4.13;0.10793;0.090785;1.52;0.25;1.795;6.8;22.85;1.34;51;0.24;MG;5
ODH-40;189397.8752;8438718.461;3596.326139;58.183;3.977;0.08439;0.0778625;1.275;0.25;1.307;6.725;14.35;1.282;33.5;0.29;MG;5
ODH-40;189399.2946;8438716.885;3594.204818;59.93;4.215;0.103335;0.07678;1.235;0.25;1.14;5.5;13.2;1.14;35.5;0.3;MG;5
ODH-40;189400.714;8438715.308;3592.083498;55.8;3.73;0.083985;0.096015;2.08;0.425;1.32;5.35;32.1;1.55;57;0.77;MG;5
ODH-40;189402.1335;8438713.732;3589.962178;61.97;3.755;0.09784;0.055895;1.15;0.25;1.255;3.75;13.1;1.015;34.5;0.36;MG;5
ODH-40;189403.5529;8438712.155;3587.840857;61.22;4.145;0.12794;0.0589;1.06;0.25;1.23;3.1;10.75;0.985;32;0.355;MG;5
ODH-40;189404.9724;8438710.579;3585.719537;63.735;3.48;0.11761;0.05218;0.875;0.25;1.285;2.65;10.55;0.695;31.5;0.17;MG;5
ODH-40;189406.0369;8438709.397;3584.128547;61.72;3.54;0.09003;0.06471;1;0.25;1.36;2.5;10.5;1.03;32;0.37;MG;5
ODH-40;189407.1015;8438708.214;3582.537556;60.685;2.81;0.100605;0.07144;1.315;0.25;1.095;2.35;13.45;1.28;43.5;0.555;MG;5
ODH-40;189408.308;8438706.874;3580.734434;56.22;3.47;0.12968;0.10023;1.6;0.25;1.49;3.1;15.8;1.68;46;0.57;MG;5
ODH-40;189409.5146;8438705.534;3578.931312;22.005;1.935;0.049605;0.106405;5.225;2.7;6.035;11.85;181.65;4.47;329.5;1.85;SK;6
ODH-40;189410.934;8438703.958;3576.809991;36.772;1.898;0.0721075;0.1510175;3.085;2.075;2.532;8.9;102.3;4.517;369;1.48;SK;6
ODH-40;189412.2115;8438702.539;3574.900803;31.85;1.33;0.03049;0.11563;2.64;1.4;4.83;8.8;77.6;4;173;1.3;SK;6
ODH-40;189413.1578;8438701.488;3573.48659;18.4;1.03;0.06262;0.11566;4.74;3.8;4;9.5;292.2;5.85;582;2.81;SK;6
ODH-40;189413.9385;8438700.621;3572.319863;13.99;1.47;0.0334;0.28712;5.59;8.1;4.97;11.1;249.4;6.12;603;3.56;SK;6
ODH-40;189414.8848;8438699.57;3570.90565;18.17;1.57;0.0268;0.21775;5.02;7.1;5.25;10.9;225.1;5.01;735;3.21;SK;6
ODH-40;189416.044;8438698.283;3569.173238;31.57;2.48;0.07266;0.15402;3.51;3.6;3.32;7.8;114;4.07;563;2.18;SK;6
ODH-40;189417.3451;8438696.838;3567.228695;55.029;3.718;0.1203693;0.0838717;1.517;0.25;1.847;3.19;20.245;1.513;73.655;0.536;MG;5
ODH-40;189418.7409;8438695.287;3565.14273;58.54;4.595;0.12113;0.09156;1.27;0.25;1.35;2.9;16.6;1.225;44.5;0.42;MG;5
ODH-40;189420.1604;8438693.711;3563.021409;59.17;2.575;0.05592;0.156615;1.195;0.25;1.97;3.3;15.2;1.16;38.5;0.47;MG;5
ODH-40;189421.5798;8438692.134;3560.900089;61.4;2.32;0.07741;0.111155;1.245;0.25;1.25;1.95;11.85;1.23;37.5;0.53;MG;5
ODH-40;189422.9993;8438690.558;3558.778768;59.77;4.16;0.04305;0.10672;1.21;0.25;1.305;1.7;12.3;1.325;41.5;0.515;MG;5
ODH-40;189424.4187;8438688.982;3556.657448;62.825;4.27;0.093065;0.07496;0.825;0.25;1.095;2.35;9.75;0.81;33.5;0.245;MG;5
ODH-40;189425.8381;8438687.405;3554.536128;62.76;3.895;0.1123425;0.06458;0.842;0.25;1.268;1.875;10.625;0.86;36.5;0.23;MG;5
ODH-40;189427.2576;8438685.829;3552.414807;63.27;4.15;0.11106;0.062645;0.74;0.25;1.18;2.05;8.95;0.83;34;0.175;MG;5
ODH-40;189428.677;8438684.252;3550.293487;61.48;3.945;0.065965;0.078035;0.76;0.25;2.005;2.3;14.4;0.715;29.5;0.125;MG;5
ODH-40;189430.0965;8438682.676;3548.172167;61.03;3.675;0.07447;0.078025;0.95;0.25;1.555;2;11.95;0.995;35;0.29;MG;5
ODH-40;189431.5159;8438681.099;3546.050846;62.56;4.04;0.081995;0.051;0.805;0.25;1.325;2.3;9.25;0.78;32;0.255;MG;5
ODH-40;189432.9353;8438679.523;3543.929526;61.145;4.465;0.065755;0.06445;0.93;0.25;1.575;2.9;11.05;0.895;32.5;0.285;MG;5
ODH-40;189434.3548;8438677.946;3541.808206;61.715;3.435;0.1182;0.064065;0.98;0.25;0.965;3.3;10.4;1.08;37.5;0.355;MG;5
ODH-40;189435.7742;8438676.37;3539.686885;61.29;2.93;0.092995;0.099335;1.085;0.25;1.25;4.6;16.35;1.19;42;0.315;MG;5
ODH-40;189437.1937;8438674.794;3537.565565;56.57;3.38;0.07583;0.08038;1.635;0.25;1.435;4.95;18.15;2.05;41;0.395;MG;5
ODH-40;189438.6131;8438673.217;3535.444245;61.29;3.81;0.10238;0.07572;1.16;0.25;1.065;4.05;17.75;1.265;40.5;0.425;MG;5
ODH-40;189440.0325;8438671.641;3533.322924;61.402;3.96;0.08209;0.06921;1.065;0.25;1.085;3.275;15.375;1.12;34.5;0.358;MG;5
ODH-40;189441.452;8438670.064;3531.201604;61.275;4.53;0.13418;0.08758;1.025;0.475;1;3.3;13.5;1.16;36.5;0.445;MG;5
ODH-40;189442.8714;8438668.488;3529.080284;63.63;4.215;0.088815;0.080275;0.74;0.25;0.93;3.1;10.45;0.71;30;0.225;MG;5
ODH-40;189444.2909;8438666.911;3526.958963;62.58;2.76;0.039215;0.07234;1.025;0.25;1.24;3.1;12.35;0.955;62.5;0.305;MG;5
ODH-40;189445.7103;8438665.335;3524.837643;58.44;3.66;0.09596;0.08048;1.185;0.25;1.54;4.05;15;1.465;49.5;0.47;MG;5
ODH-40;189446.8932;8438664.021;3523.069876;54.35;3.09;0.10005;0.09872;1.59;0.25;1.87;4.6;16.9;2.3;62;0.86;MG;5
ODH-40;189447.8158;8438662.996;3521.691018;58.35;4.22;0.10108;0.10301;1.38;0.25;1.56;5;18.7;1.67;107;0.58;MG;5
ODH-40;189448.6438;8438662.077;3520.453581;24.32;3.04;0.0667;0.25353;4.37;5.4;3.38;7;96.4;5.35;301;3.12;SK;6
ODH-40;189449.732;8438660.868;3518.827235;42.61;2.885;0.073715;0.14644;2.445;1.475;2.825;5.35;35.7;4.075;79.5;1.335;SK;6
ODH-40;189451.1515;8438659.292;3516.705915;33.97;2.47;0.06639;0.188865;3.485;4.675;4.085;8;140.4;3.67;150;1.68;SK;6
ODH-40;189452.5709;8438657.715;3514.584595;36.015;3.345;0.068555;0.22145;3.44;3.025;2.945;6.05;115.25;3.695;182;2.295;SK;6
ODH-40;189453.9904;8438656.139;3512.463274;46.378;2.498;0.0482625;0.1877825;2.135;1.1;3.462;5.15;33.35;2.768;93.5;0.685;SK;6
ODH-40;189455.4098;8438654.562;3510.341954;47.893;2.245;0.047374;0.1637387;1.331;0.65;3.761;6.68;24.393;1.691;52.067;0.394;SK;6
ODH-40;189456.8292;8438652.986;3508.220634;56.44;2.68;0.08082;0.08701;1.28;0.25;2.15;3.35;14.9;1.36;40;0.295;MG;5
ODH-40;189457.9885;8438651.699;3506.488222;59.02;3.81;0.11425;0.06947;0.91;0.25;1.4;3.7;16.5;1.25;38;0.26;MG;5
ODH-40;189458.8993;8438650.687;3505.127041;56.81;3.93;0.06053;0.09963;0.95;0.25;2.8;2.9;14.2;1.11;28;0.24;MG;5
ODH-40;189459.8101;8438649.675;3503.765861;33.24;2.11;0.04785;0.18112;2.6;4.9;5.21;7;50.3;4.34;86;1.5;SK;6
ODH-40;189460.9811;8438648.375;3502.015772;4.8;0.91;0.03194;0.23603;6.17;7.6;5.21;11.2;410.3;5;2074;3.51;SK;6
ODH-40;189462.1048;8438647.127;3500.336393;65.58;0.92;0.05175;0.21766;1.14;0.25;1.72;6.4;49.9;1.7;587;0.26;MG;5
ODH-40;189462.9447;8438646.194;3499.081278;42.94;1.31;0.03979;0.19056;2.43;1.8;3.32;6.4;84.7;2.82;263;0.59;MG;5
ODH-40;189463.7963;8438645.248;3497.808486;32.04;2.5;0.05542;0.23203;3.47;4.1;3.98;6.3;117.3;3.86;233;1.77;SK;6
ODH-40;189464.6598;8438644.289;3496.518016;9.82;0.63;0.02621;0.28938;7.76;8.9;4.71;11.4;317.7;3.5;934;3.23;SK;6
ODH-40;189465.7954;8438643.028;3494.82096;54.351;2.342;0.0949545;0.1322597;1.731;0.25;1.942;3.928;53.324;1.682;76.931;0.401;MG;5
ODH-40;189466.9073;8438641.793;3493.159259;5.31;0.4;0.01842;0.13975;5.53;7.5;8.68;7.3;391.7;4.11;411;2.18;SK;6
ODH-40;189467.7826;8438640.821;3491.851112;15.87;0.2;0.01708;0.24761;5.49;6.6;6.93;6.5;180.9;3.08;153;2.09;SK;6
ODH-40;189468.6579;8438639.849;3490.542964;47.69;2.8;0.08443;0.12933;2.4;1.3;2.26;3.1;47.6;2.6;108;1.19;MG;5
ODH-40;189469.4623;8438638.956;3489.340883;23.285;2.09;0.07293;0.23791;4.6;5.85;4.115;5.85;88.35;4.91;231;2.445;SK;6
ODH-40;189470.5505;8438637.747;3487.714537;12.84;0.195;0.001965;0.33049;6.005;8.9;5.115;6.75;255.9;5.2;1227.5;3.685;SK;6
ODH-40;189471.9345;8438636.21;3485.64625;6.627;0.092;0.0036737;0.1760947;5.568;7.995;7.484;7.616;229.095;4.615;441.579;2.305;SK;6
ODH-40;189472.999;8438635.028;3484.055259;37.27;0.34;0.003;0.20955;2.86;2.5;4.14;4.2;80.2;2.72;129;1.11;MG;5
ODH-40;189473.7442;8438634.2;3482.941566;52.26;0.45;0.01485;0.18148;1.29;0.25;4.56;5.3;42.5;1.32;48;0.23;MG;5
ODH-40;189474.6077;8438633.241;3481.651096;45.31;0.47;0.01131;0.14896;1.46;1.1;5.61;7.1;40.4;1.89;53;0.55;MG;5
ODH-40;189476.2046;8438631.467;3479.264611;7.11;0.08;0.00553;0.43899;8.96;15.8;3.65;17.6;462.6;2.71;499;2.05;SK;6
ODH-41;189766.443;8439186.812;3741.198;60.92;0.03;0.0256;0.0974;1.52;0.25;0.18;3.4;12.2;0.79;53;0.27;SK;6
ODH-41;189766.443;8439186.812;3738.998;38.4;0.02;0.07018;0.18299;3.57;2.9;0.56;9.2;21;3.68;123;0.83;SK;6
ODH-41;189766.443;8439186.812;3736.048;53.5;0.02;0.04761;0.13434;1.98;0.25;1.03;8.9;22.4;1.73;60;0.28;SK;6
ODH-41;189766.443;8439186.812;3733.298;66.95;0.015;0.04048;0.04514;0.795;0.25;0.08;2.75;5.75;0.105;25;0.045;MG;5
ODH-41;189766.443;8439186.812;3730.298;65.19;0.065;0.039795;0.070495;0.66;0.25;0.105;2.3;10.55;0.11;31;0.08;MG;5
ODH-41;189766.443;8439186.812;3727.298;65.415;0.04;0.018085;0.05399;0.76;0.25;0.09;3;6.35;0.11;27.5;0.065;MG;5
ODH-41;189766.443;8439186.812;3724.898;62.28;0.08;0.03541;0.05672;0.77;0.25;0.09;2.8;16.3;0.09;36;0.06;MG;5
ODH-41;189766.443;8439186.812;3723.048;64.42;0.08;0.0361;0.05275;0.68;0.25;0.1;3;6.9;0.1;36;0.05;MG;5
ODH-41;189766.443;8439186.812;3720.598;66.175;0.165;0.020555;0.05111;0.74;0.25;0.095;3.2;17.3;0.165;37.5;0.135;MG;5
ODH-41;189766.443;8439186.812;3718.348;65.56;0.06;0.02652;0.049;1.03;0.25;0.11;3.1;12.1;0.31;30;0.12;MG;5
ODH-41;189766.443;8439186.812;3716.748;63.18;0.27;0.04455;0.04941;1.15;0.25;0.09;1.8;9.5;0.11;28;0.06;MG;5
ODH-41;189766.443;8439186.812;3714.398;64.16;0.115;0.01806;0.05018;0.905;0.25;0.11;2.9;34.6;0.15;38;0.185;MG;5
ODH-41;189766.443;8439186.812;3711.748;65.12;0.4;0.02151;0.04224;0.48;0.25;0.14;3;24.3;0.15;32;0.25;MG;5
ODH-41;189766.443;8439186.812;3709.198;65.57;0.27;0.02522;0.04542;0.63;0.25;0.12;2.3;10.2;0.12;27;0.15;MG;5
ODH-41;189766.443;8439186.812;3705.598;56.405;0.795;0.04938;0.07311;1.245;0.725;0.115;2.6;15.35;0.435;55;0.525;SK;6
ODH-41;189766.443;8439186.812;3701.698;58.13;1.96;0.24687;0.07848;2.03;0.25;0.11;2.7;10.9;0.84;40;0.41;SK;6
ODH-41;189766.443;8439186.812;3698.498;57.625;2.875;0.57362;0.07482;2.265;0.25;0.125;2.7;8.45;0.87;34.5;0.35;MG;5
ODH-41;189766.443;8439186.812;3695.498;56.91;4.865;1.765;0.073515;2.49;0.25;0.135;3.85;9.65;0.81;36;0.22;MG;5
ODH-41;189766.443;8439186.812;3692.848;55.373;2.928;0.54449;0.07259;2.869;0.25;0.12;8.848;9.03;0.853;32.348;0.369;MG;5
ODH-41;189766.443;8439186.812;3690.298;57.267;4.116;0.114855;0.1189963;1.499;0.25;0.461;10.802;14.23;0.993;56.054;0.324;SK;6
ODH-41;189766.443;8439186.812;3687.398;59.92;4.775;0.116615;0.082545;0.93;0.25;0.46;7.2;9.9;0.665;28;0.115;MG;5
ODH-41;189766.443;8439186.812;3684.398;58.62;4.81;0.148565;0.088215;0.985;0.425;0.8;4.3;10.4;0.81;37;0.26;MG;5
ODH-41;189766.443;8439186.812;3681.398;60.055;4.96;0.108305;0.076355;0.95;0.25;1.425;4.25;12.65;0.59;31.5;0.22;MG;5
ODH-41;189766.443;8439186.812;3678.898;60.43;4.18;0.09979;0.08869;1.1;0.25;1.01;4.2;11.8;0.68;40;0.2;MG;5
ODH-41;189766.443;8439186.812;3676.398;57.575;2.635;0.07426;0.05318;1.08;0.25;2.7;3.75;13.8;0.71;30.5;0.285;MG;5
ODH-41;189766.443;8439186.812;3673.398;59.615;4.742;0.128525;0.0590925;0.96;0.25;2.168;3.2;11.975;0.592;33.5;0.23;MG;5
ODH-41;189766.443;8439186.812;3670.398;58.365;3.925;0.08573;0.05341;0.96;0.25;2.77;3.75;14.45;0.54;25.5;0.19;MG;5
ODH-41;189766.443;8439186.812;3667.398;60.31;4.435;0.155845;0.082075;1.155;0.25;1.635;3.05;12.5;0.8;42;0.355;MG;5
ODH-41;189766.443;8439186.812;3664.398;50.14;1.98;0.0549;0.13311;2.295;1.9;2.19;3.75;19.25;2.18;48;0.96;MG;5
ODH-41;189766.443;8439186.812;3661.398;52.75;3.615;0.109835;0.10155;1.885;0.575;1.975;3.75;16.1;1.485;45;0.665;MG;5
ODH-41;189766.443;8439186.812;3658.398;45.7;4.478;0.141796;0.133196;2.494;1.3;3.208;5.02;23.94;2.152;75.6;1.032;MG;5
ODH-41;189766.443;8439186.812;3655.423;55.324;3.654;0.1209134;0.07517;1.302;0.25;2.11;3.385;15.493;1.103;31.051;0.321;MG;5
ODH-41;189766.443;8439186.812;3653.023;16.92;0.83;0.03655;0.32994;7.89;10.3;3.48;12.2;242.7;3.38;407;2.05;SK;6
ODH-41;189766.443;8439186.812;3651.198;54.67;3.8;0.07965;0.12328;1.46;0.25;2.93;6.1;21.6;1.3;42;0.44;MG;5
ODH-41;189766.443;8439186.812;3649.073;41.306;2.427;0.07068;0.1730518;3.329;2.046;2.894;6.398;25.886;3.43;105.531;1.348;SK;6
ODH-41;189766.443;8439186.812;3646.848;10.16;0.78;0.014305;0.383445;7.45;13.45;4.265;8.25;184.25;4.685;284.5;3.13;SK;6
ODH-41;189766.443;8439186.812;3644.348;53.915;3.26;0.10149;0.08779;1.24;0.25;3.195;4.05;18.4;1.075;45.5;0.48;MG;5
ODH-41;189766.443;8439186.812;3641.348;56.775;3.57;0.141165;0.074345;0.915;0.25;2.595;2.85;16;0.96;39;0.315;MG;5
ODH-41;189766.443;8439186.812;3638.348;56.68;3.62;0.16004;0.09046;1.42;0.25;1.825;2.2;15.6;1.34;46.5;0.66;MG;5
ODH-41;189766.443;8439186.812;3635.748;45.527;3.718;0.2023573;0.1388309;2.392;1.164;3.586;5.482;33.418;2.355;68.909;1.091;MG;5
ODH-41;189766.443;8439186.812;3633.198;36.369;3.183;0.0878707;0.1570517;3.149;2.903;3.67;6.748;34.531;3.722;88.172;1.859;MG;5
ODH-41;189766.443;8439186.812;3630.848;27.669;3.639;0.0346767;0.2062153;3.919;4.547;5.429;9.561;68.636;3.875;90.917;2.074;SK;6
ODH-41;189766.443;8439186.812;3628.523;28.045;2.083;0.0114107;0.2240072;4.423;5.418;4.286;7.951;71.667;4.29;104.667;2.486;SK;6
ODH-41;189766.443;8439186.812;3625.748;36.37;2.716;0.0879693;0.1497787;3.175;2.326;5.024;7.216;41.229;3.357;78.467;1.882;SK;6
ODH-41;189766.443;8439186.812;3622.898;57.39;3.857;0.16392;0.0790625;1.18;0.25;2.67;2.875;21.75;0.828;29.25;0.327;MG;5
ODH-41;189766.443;8439186.812;3619.898;52.235;4.135;0.162045;0.081685;1.355;0.25;3.7;3.35;35.3;0.95;30;0.45;MG;5
ODH-41;189766.443;8439186.812;3616.898;48.91;4.055;0.182615;0.112015;2.24;0.475;3.18;3.05;57.6;1.34;54;0.835;MG;5
ODH-41;189766.443;8439186.812;3613.948;46.512;2.887;0.1360079;0.1194528;2.729;0.69;2.5;4.203;64.338;1.333;62.966;0.914;MG;5
ODH-41;189766.443;8439186.812;3611.463;39.79;3.426;0.0549757;0.1535315;2.679;2.598;4.566;5.338;83.233;0.869;67.754;0.88;MG;5
ODH-41;189766.443;8439186.812;3608.928;53.305;5.45;0.139615;0.10151;1.435;0.25;2.95;3.85;31.05;0.66;36;0.26;MG;5
ODH-41;189766.443;8439186.812;3605.928;44.69;4.865;0.08988;0.110925;2.2;0.625;3.51;3.85;48.85;0.995;39;0.38;MG;5
ODH-41;189766.443;8439186.812;3603.063;39.101;4.138;0.106111;0.1347967;2.549;1.314;4.57;6.69;73.543;0.947;63.81;0.67;MG;5
ODH-41;189766.443;8439186.812;3600.348;33.389;3.215;0.1302688;0.1368412;5.293;2.724;3.765;7.304;176.562;1.535;91.089;1.079;SK;6
ODH-41;189766.443;8439186.812;3597.498;50.905;4.39;0.12943;0.11477;2.24;0.25;2.125;4.45;38.25;2.065;54;0.845;MG;5
ODH-41;189766.443;8439186.812;3594.498;47.76;3.865;0.1002925;0.1416625;3.005;3.85;1.61;2.975;65.625;1.805;66.75;1.132;MG;5
ODH-41;189766.443;8439186.812;3591.498;42.385;3.455;0.10726;0.188735;3.855;3.05;1.84;4.15;106.7;1.71;95.5;1.11;MG;5
ODH-41;189766.443;8439186.812;3588.748;42.234;4.122;0.126158;0.16675;3.13;3.36;1.99;3.98;83.54;1.798;62;1.1;MG;5
ODH-41;189766.443;8439186.812;3586.948;49.04;3.53;0.11768;0.12296;1.72;1.6;3.13;4.8;42.2;1.81;51;0.77;MG;5
ODH-41;189766.443;8439186.812;3585.223;26.44;3.95;0.14327;0.26204;4.09;4.9;4.29;7.4;128.6;3.88;195;2.16;MG;5
ODH-41;189766.443;8439186.812;3581.423;3.9;0.14;0.00409;0.3584;6.79;15.3;4.6;11.5;302.4;4.19;310;2.7;SK;6
ODH-41;189766.443;8439186.812;3575.848;7.44;0.45;0.01371;0.5164;8.35;24.4;4.37;17;425;3.04;272;1.73;INT;3
ODH-41;189766.443;8439186.812;3569.868;14.24;1.15;0.02508;0.43077;6.94;20;4.52;12.8;298;2.94;211;1.48;INT;3
ODH-41;189766.443;8439186.812;3565.883;43.62;4.74;0.0488;0.17001;2.04;1.9;3.96;5.5;60.5;2.44;73;0.96;MG;5
ODH-41;189766.443;8439186.812;3563.783;14.81;2.69;0.02554;0.31419;5.41;11;3.83;5.4;167.6;4.56;159;2.24;SK;6
ODH-41;189766.443;8439186.812;3561.733;31.48;2.41;0.04057;0.20736;3;5.1;5.03;7;105.4;3.83;149;1.72;MG;5
ODH-41;189766.443;8439186.812;3559.963;14.31;3.39;0.17721;0.31446;4.68;11.1;4.95;8.2;214.6;5.96;197;3.23;SK;6
ODH-41;189766.443;8439186.812;3558.198;32.77;3.09;0.08534;0.21475;3.1;4.2;4.62;6.5;116.2;3.7;165;1.84;SK;6
ODH-41;189766.443;8439186.812;3555.798;44.55;4.64;0.061595;0.16032;2.44;1.65;3.285;3.55;61.6;1.78;75.5;1.015;MG;5
ODH-41;189766.443;8439186.812;3553.498;46.65;5.72;0.15474;0.12961;1.65;0.25;3.75;4.8;40;1.6;54;0.61;MG;5
ODH-41;189766.443;8439186.812;3550.798;13.81;3.33;0.0556;0.305975;4.945;7.55;4.795;10.45;206;4.615;278.5;2.865;SK;6
ODH-41;189766.443;8439186.812;3546.998;19.52;3.56;0.12407;0.30577;4.29;7.4;5.23;8.3;163.7;4.44;168;2.41;SK;6
ODH-41;189766.443;8439186.812;3543.548;8.63;2.16;0.09327;0.21223;4.77;12.7;8.16;12.5;188.9;4.44;108;1.34;SK;6
ODH-42;189877.9774;8439234.771;3685.268631;34.6;0.03;0.04331;0.32597;4.62;7.6;1.01;10.4;140.6;1.94;285;1.34;SL;7
ODH-42;189879.4582;8439236.104;3682.893893;27.53;0.02;0.06369;0.40079;6.03;10.7;1.23;13.2;161.3;2.2;331;1.62;SL;7
ODH-42;189880.5808;8439237.115;3681.093689;4.57;0.02;0.11471;0.38011;9.93;14.3;1.84;17.5;299.4;2.08;447;2.53;SL;7
ODH-42;189881.5839;8439238.018;3679.484996;36.93;0.04;0.04845;0.21983;4.24;6.1;0.46;7;95.5;1.87;603;1.92;SL;7
ODH-42;189882.8259;8439239.136;3677.49328;43.78;0.14;0.07372;0.18132;3.58;3.6;0.39;5.2;101.7;1.17;540;1.76;SL;7
ODH-42;189884.5695;8439240.706;3674.697218;9.44;0.02;0.0374;0.57846;9.72;18.1;3.08;21.1;343.3;2.75;469;1.91;INT;3
ODH-42;189886.8146;8439242.728;3671.096809;6.72;0.03;0.00974;0.53213;11.37;21.5;4.53;11.6;512.8;3.16;413;1.93;INT;3
ODH-42;189889.0836;8439244.771;3667.458098;8.61;0.04;0.01851;0.59487;9.95;23.8;6;12;439.8;3.16;296;1.26;INT;3
ODH-42;189890.7316;8439246.255;3664.815244;60.41;0.09;0.03896;0.09078;1.31;0.25;0.22;4.5;23.6;0.42;92;0.5;MG;5
ODH-42;189891.7825;8439247.201;3663.129947;54.05;0.05;0.06073;0.11999;2.61;0.25;0.29;4;26.1;0.65;101;0.41;SK;6
ODH-42;189893.0483;8439248.341;3661.099929;64.035;0.06;0.04675;0.21393;1.14;0.25;0.145;1.75;11.25;0.245;39;0.17;MG;5
ODH-42;189894.4814;8439249.631;3658.801796;54.325;1.185;0.234965;0.08655;3.03;0.25;0.225;2.2;25.85;0.855;57.5;0.465;MG;5
ODH-42;189895.9145;8439250.921;3656.503662;60.688;3.637;0.315265;0.081325;1.305;0.25;0.165;5.25;17.25;0.63;39.75;0.312;MG;5
ODH-42;189897.3475;8439252.212;3654.205529;53.635;1.62;0.040995;0.10968;2.265;0.25;0.535;3.05;46.45;1.825;83;0.845;MG;5
ODH-42;189898.7806;8439253.502;3651.907396;49.925;4.71;0.2762;0.100485;1.835;0.25;2.215;5.5;29.05;1.17;61;0.385;MG;5
ODH-42;189900.2136;8439254.792;3649.609262;50.83;5.3;0.25945;0.113145;2.115;0.25;0.895;6.6;25.25;1.325;43.5;0.37;MG;5
ODH-42;189901.6467;8439256.083;3647.311129;47.37;4.55;0.265265;0.108315;1.885;0.475;2.455;5.5;36.4;1.175;63;0.435;MG;5
ODH-42;189902.9245;8439257.233;3645.26196;44.759;3.403;0.1079019;0.1451398;2.533;1.728;3.222;5.451;57.921;1.948;123.362;0.895;MG;5
ODH-42;189904.0351;8439258.233;3643.480907;34.11;1.769;0.0576691;0.1781348;2.583;3.17;5.371;8.617;53.387;2.557;109.913;1.244;MG;5
ODH-42;189905.301;8439259.373;3641.450889;50.005;2.785;0.08034;0.18325;1.14;0.25;3.55;7.4;100.7;0.815;924;0.355;MG;5
ODH-42;189906.734;8439260.663;3639.152756;50.595;2.015;0.070165;0.08756;1.07;0.25;3.87;7.25;33.85;1.045;234;0.52;MG;5
ODH-42;189908.1671;8439261.954;3636.854622;55.685;2.897;0.0735075;0.09323;0.893;0.25;2.242;4.775;17.625;0.878;52;0.36;MG;5
ODH-42;189909.6001;8439263.244;3634.556489;61.595;1.795;0.05807;0.06764;0.73;0.25;1.095;5.5;12.85;0.47;34.5;0.175;MG;5
ODH-42;189911.0332;8439264.534;3632.258356;61.51;0.52;0.0441;0.095805;0.98;0.25;0.33;5.4;10.9;0.475;59.5;0.265;MG;5
ODH-42;189912.4662;8439265.825;3629.960222;60.195;2.44;0.08268;0.1104;1.02;0.25;0.26;4;11.15;0.815;49.5;0.35;MG;5
ODH-42;189913.8993;8439267.115;3627.662089;55.62;4.845;0.231885;0.159105;1.285;0.475;0.91;3.6;16.25;1.36;236;0.675;MG;5
ODH-42;189915.3323;8439268.405;3625.363956;55.245;1.75;0.068075;0.100805;1.14;0.25;2.375;4.9;23.85;1.21;71.5;0.535;MG;5
ODH-42;189916.7654;8439269.696;3623.065822;52.585;3.215;0.063135;0.105865;1.31;0.25;2.36;4.15;34.25;1.34;73.5;0.69;MG;5
ODH-42;189917.8402;8439270.663;3621.342222;53.78;3.66;0.08009;0.08861;0.93;0.25;2.06;4.6;22.3;1.11;49;0.44;MG;5
ODH-42;189918.6403;8439271.384;3620.059098;44.66;4.08;0.09837;0.13374;1.96;0.25;2.5;4.6;40;2.43;101;1.46;MG;5
ODH-42;189919.7987;8439272.427;3618.20144;14.49;2.51;0.08267;0.27718;5.62;7.1;4.38;13.6;398;3.24;606;3.81;SK;6
