DDH;From;To;Fe;S;Cu;MET Total;Litologia;AI;DG;;;
ODH-28;28.4;30;5.76;1.18;0.02882;3466.5;SK;1.6;;;;
ODH-28;30;31.5;22.12;1.55;0.0365;2202.2;SK;1.5;;;;
ODH-28;31.5;33;14.89;2.3;0.03642;2400.3;SK;1.5;;;;
ODH-28;33;34.5;24.16;1.18;0.03762;1786.7;MG;1.5;;;;
ODH-28;34.5;36;5.02;0.78;0.02172;3147.5;SK;1.5;;;;
ODH-28;36;37.6;7.63;3.02;0.05868;2990.1;SK;1.6;;;;
ODH-28;37.6;39;55.59;4.58;0.07685;622.6;MG;1.4;;;;
ODH-28;39;40.5;56.54;5.05;0.09832;752.7;MG;1.5;;;;
ODH-28;40.5;42;53.86;2.84;0.03568;765.7;MG;1.5;;;;
ODH-28;42;43.5;53.61;3.28;0.04827;805.1;MG;1.5;;;;
ODH-28;43.5;45;56.07;1.94;0.0383;749.8;MG;1.5;;;;
ODH-28;45;46.5;54.66;1.19;0.04772;749.4;MG;1.5;;;;
ODH-28;46.5;48;56.29;1.56;0.05965;718.2;MG;1.5;;;;
ODH-28;48;49.5;54.71;3.51;0.07341;709;MG;1.5;;;;
ODH-28;49.5;51;47.66;3.87;0.0842;1113.7;MG;1.5;;;;
ODH-28;51;52.5;51.75;2.94;0.05438;884.7;MG;1.5;;;;
ODH-28;52.5;54;53.21;1.11;0.03303;932.4;MG;1.5;;;;
ODH-28;54;55.5;60.46;4;0.11902;577.9;MG;1.5;;;;
ODH-28;55.5;57;60.57;3.3;0.1324;608.7;MG;1.5;;;;
ODH-28;57;58.5;55.57;5.25;0.17294;541.5;MG;1.5;;;;
ODH-28;58.5;60.95;60.98;4.71;0.15245;602.3;MG;2.45;;;;
ODH-28;60.95;62.5;7.82;4.41;0.1252;3232.4;INT;1.55;;;;
ODH-28;62.5;64;2.79;0.08;0.00786;3336.7;INT;1.5;;;;
ODH-28;64;66;2.79;0.04;0.00298;4684.4;INT;2;;;;
ODH-28;66;68;3.91;0.04;0.00859;3773.3;INT;2;;;;
ODH-28;68;69.3;5.58;0.41;0.03516;3404.6;INT;1.3;;;;
ODH-28;69.3;70.8;59.06;3.08;0.12503;1059.4;MG;1.5;;;;
ODH-28;70.8;72.3;54.73;4.58;0.14798;982.1;MG;1.5;;;;
ODH-28;72.3;73.8;55.83;4.6;0.17569;840;MG;1.5;;;;
ODH-28;73.8;75.3;53.75;3.36;0.09302;931.5;MG;1.5;;;;
ODH-28;75.3;77.1;54.84;3.97;0.09093;717.9;MG;1.8;;;;
ODH-28;77.1;79;12.08;3.22;0.06457;2610.8;SK;1.9;;;;
ODH-28;79;81;5.39;2.56;0.11522;2501.9;SK;2;;;;
ODH-28;81;82.7;5.12;2.34;0.11398;2746.8;SK;1.7;;;;
ODH-28;82.7;84.2;51.55;5;0.13557;1567.6;MG;1.5;;;;
ODH-28;84.2;85.7;56.48;3.54;0.129;1145.9;MG;1.5;;;;
ODH-28;85.7;87.2;48.12;1.72;0.07916;1026.1;MG;1.5;;;;
ODH-28;87.2;89.15;48.86;2.06;0.02235;1008.4;MG;1.95;;;;
ODH-28;89.15;94.3;8.37;2.35;0.07177;2626.2;SK;5.15;;;;
ODH-28;94.3;95.8;57.45;3.44;0.09827;729.9;MG;1.5;;;;
ODH-28;95.8;97.3;60.44;4.63;0.10271;837.5;MG;1.5;;;;
ODH-28;97.3;98.8;61.54;4.04;0.06805;770.2;MG;1.5;;;;
ODH-28;98.8;100.3;63.29;4.24;0.08882;977.3;MG;1.5;;;;
ODH-28;100.3;101.8;64.1;4.33;0.13197;834.1;MG;1.5;;;;
ODH-28;101.8;103.3;60.17;4.32;0.18055;1011.5;MG;1.5;;;;
ODH-28;103.3;104.8;64.35;5.63;0.02978;1024.9;MG;1.5;;;;
ODH-28;104.8;106.3;62.55;5.13;0.07445;932.7;MG;1.5;;;;
ODH-28;106.3;107.8;53.75;4.13;0.0684;1044;MG;1.5;;;;
ODH-28;107.8;109.5;61.41;5.52;0.03165;1262;MG;1.7;;;;
ODH-28;109.5;118.4;-1;-1;-1;-1;INT;8.9;;;;
ODH-29;0;6.8;-1;-1;-1;-1;SL;6.8;;;;
ODH-29;6.8;9.6;30.49;0.08;0.04882;4548.3;SL;2.8;;;;
ODH-29;9.6;13.6;23.59;0.03;0.04052;5400.1;SK;4;;;;
ODH-29;13.6;17.1;50.52;0.05;0.05549;1633.5;MG;3.5;;;;
ODH-29;17.1;20.1;22.84;0.07;0.04468;2888.7;SK;3;;;;
ODH-29;20.1;21.5;61.04;0.1;0.01856;942.1;MG;1.4;;;;
ODH-29;21.5;24.1;29.23;0.05;0.06156;3278;SK;2.6;;;;
ODH-29;24.1;28.7;31.04;0.26;0.14721;2983;SK;4.6;;;;
ODH-29;28.7;30.2;53.13;0.05;0.1087;1571.4;MG;1.5;;;;
ODH-29;30.2;31.95;58.91;0.04;0.09303;1133.6;MG;1.75;;;;
ODH-29;31.95;33.7;54.47;0.06;0.09476;1210.4;MG;1.75;;;;
ODH-29;33.7;35.2;25.1;0.03;0.09537;2836.3;SK;1.5;;;;
ODH-29;35.2;36.7;55.42;0.02;0.05486;960.7;MG;1.5;;;;
ODH-29;36.7;38.2;54.38;0.03;0.06691;1152.2;MG;1.5;;;;
ODH-29;38.2;39.7;50.26;2.33;0.12582;1281.9;MG;1.5;;;;
ODH-29;39.7;41.2;50.75;3.87;0.17026;1274.7;MG;1.5;;;;
ODH-29;41.2;42.7;48.21;3.08;0.26859;1324.3;MG;1.5;;;;
ODH-29;42.7;44.7;36.24;3.67;0.18953;3329.7;MG;2;;;;
ODH-29;44.7;46.75;43.43;3.35;0.11632;1967.4;MG;2.05;;;;
ODH-29;46.75;52.8;9.29;0.08;0.01305;6188.8;INT;6.05;;;;
ODH-29;52.8;58.85;7.61;0.16;0.01477;5696.7;INT;6.05;;;;
ODH-29;58.85;64.9;9.66;0.41;0.01946;6210.1;INT;6.05;;;;
ODH-29;64.9;66.4;50.94;1.82;0.06264;1215.2;MG;1.5;;;;
ODH-29;66.4;67.9;52.87;2;0.03493;1073.4;MG;1.5;;;;
ODH-29;67.9;69.4;50.5;5.46;0.19224;1158;MG;1.5;;;;
ODH-29;69.4;70.9;35.83;3.01;0.07;1937.3;MG;1.5;;;;
ODH-29;70.9;72.4;42.57;3.23;0.05807;1349.5;MG;1.5;;;;
ODH-29;72.4;73.9;31.05;1.87;0.03324;2418.8;MG;1.5;;;;
ODH-29;73.9;75.4;9.66;2.64;0.06469;4245.8;MG;1.5;;;;
ODH-29;75.4;76.9;40.01;3.31;0.11873;2277.7;MG;1.5;;;;
ODH-29;76.9;79;55.96;4.06;0.18053;1156.5;MG;2.1;;;;
ODH-29;79;81.1;36.98;1.92;0.07331;1697.3;MG;2.1;;;;
ODH-29;81.1;86.75;14.13;0.49;0.02223;4539.6;INT;5.65;;;;
ODH-29;86.75;92.4;6.66;0.16;0.00821;5312.8;INT;5.65;;;;
ODH-29;92.4;98;10.04;0.13;0.00603;3670.8;INT;5.6;;;;
ODH-29;98;103.75;-1;-1;-1;-1;INT;5.75;;;;
ODH-30;0;2;-1;-1;-1;-1;SL;2;;;;
ODH-30;2;5.6;31.52;0.16;0.13866;2252;MG;3.6;;;;
ODH-30;5.6;8.3;57.15;0.11;0.0572;965.9;MG;2.7;;;;
ODH-30;8.3;11;57.34;0.04;0.10349;926.1;MG;2.7;;;;
ODH-30;11;13.8;47.72;0.06;0.12269;1174.9;MG;2.8;;;;
ODH-30;13.8;15.6;10.6;0.18;0.05785;3777.7;SK;1.8;;;;
ODH-30;15.6;16.55;8.64;0.91;0.02569;3150.5;SK;0.95;;;;
ODH-30;16.55;17.6;6.31;0.07;0.01652;5556.2;SK;1.05;;;;
ODH-30;17.6;20.3;7.62;0.05;0.0212;5387.9;SK;2.7;;;;
ODH-30;20.3;21.4;54.7;0.1;0.0377;1204.3;MG;1.1;;;;
ODH-30;21.4;22.5;60.19;0.13;0.03395;875.7;MG;1.1;;;;
ODH-30;22.5;23.6;56.66;0.2;0.07378;1179.1;MG;1.1;;;;
ODH-30;23.6;25.1;58.8;0.53;0.08841;1005.4;MG;1.5;;;;
ODH-30;25.1;26.6;59.12;1.29;0.12804;1055.2;MG;1.5;;;;
ODH-30;26.6;28.1;56.61;2.37;0.0853;977.5;MG;1.5;;;;
ODH-30;28.1;29.6;55.72;2.23;0.07091;809.2;MG;1.5;;;;
ODH-30;29.6;31.1;60.77;3.19;0.10407;748.1;MG;1.5;;;;
ODH-30;31.1;32.6;61.68;3.92;0.08109;666.5;MG;1.5;;;;
ODH-30;32.6;34.1;64.43;2.45;0.05663;1100.9;MG;1.5;;;;
ODH-30;34.1;35.6;54.66;0.62;0.02927;883.8;MG;1.5;;;;
ODH-30;35.6;37.1;58.23;1.07;0.06442;959.2;MG;1.5;;;;
ODH-30;37.1;38.6;55.1;2.89;0.09344;974.5;MG;1.5;;;;
ODH-30;38.6;40.1;49.87;1.66;0.04481;1049;MG;1.5;;;;
ODH-30;40.1;41.6;57.45;1.94;0.04858;732.1;MG;1.5;;;;
ODH-30;41.6;43.1;56.61;3.2;0.25326;1201.3;MG;1.5;;;;
ODH-30;43.1;44.6;55.21;2.96;0.12397;1167.8;MG;1.5;;;;
ODH-30;44.6;46.35;38.73;2.82;0.0698;1846.2;MG;1.75;;;;
ODH-30;46.35;48.4;7.55;1.24;0.08481;3175.6;SK;2.05;;;;
ODH-30;48.4;50.2;44.85;3.38;0.0942;900.3;MG;1.8;;;;
ODH-30;50.2;51.5;10.04;2.21;0.0781;3406.8;SK;1.3;;;;
ODH-30;51.5;53;40.57;3.33;0.07165;1477.4;MG;1.5;;;;
ODH-30;53;54.5;43.65;3.53;0.06966;1313.1;MG;1.5;;;;
ODH-30;54.5;56.35;48.88;4.07;0.07189;1087.5;MG;1.85;;;;
ODH-30;56.35;57.3;27.46;3;0.07023;2038.5;SK;0.95;;;;
ODH-30;57.3;58.3;50.14;3.45;0.03681;736.7;MG;1;;;;
ODH-30;58.3;59.45;48.77;2.61;0.00724;1082.8;MG;1.15;;;;
ODH-30;59.45;59.95;16.78;2.38;0.01704;2392.2;SK;0.5;;;;
ODH-30;59.95;61.45;49.92;4.24;0.00809;966.7;MG;1.5;;;;
ODH-30;61.45;63;56.42;3.03;0.01911;977.6;MG;1.55;;;;
ODH-30;63;64.5;52.62;1.09;0.05598;1086.3;MG;1.5;;;;
ODH-30;64.5;66.9;7.4;0.24;0.06705;3151.2;SK;2.4;;;;
ODH-30;66.9;69.2;10.58;0.16;0.01232;3171.7;SK;2.3;;;;
ODH-30;69.2;70.7;31.03;0.4;0.03263;2108.8;SK;1.5;;;;
ODH-30;70.7;72.2;26.13;0.75;0.03427;2616.8;SK;1.5;;;;
ODH-30;72.2;73.7;48.34;2.55;0.0856;1635.5;MG;1.5;;;;
ODH-30;73.7;75.2;52.82;3.55;0.16658;1391;MG;1.5;;;;
ODH-30;75.2;76.7;49.48;4.13;0.09515;1243.7;MG;1.5;;;;
ODH-30;76.7;78.2;51.06;3.8;0.07075;1279.1;MG;1.5;;;;
ODH-30;78.2;79.7;56.27;3.99;0.04478;928.2;MG;1.5;;;;
ODH-30;79.7;83.8;12.11;0.73;0.01713;2893.7;SK;4.1;;;;
ODH-30;83.8;87.9;6.98;0.23;0.00666;3759;SK;4.1;;;;
ODH-30;87.9;92;3.91;0.05;0.00313;4639.9;SK;4.1;;;;
ODH-30;92;97;3.72;0.05;0.00523;4405.5;SK;5;;;;
ODH-30;97;102;12.38;0.34;0.02849;2712.9;SK;5;;;;
ODH-30;102;107;8.76;0.25;0.01073;2402.7;SK;5;;;;
ODH-30;107;112;7.15;0.17;0.00867;2804.8;SK;5;;;;
ODH-30;112;115.3;6.89;0.27;0.0178;3917.8;SK;3.3;;;;
ODH-30;115.3;116.6;24.29;2.95;0.0645;1847.3;MG;1.3;;;;
ODH-30;116.6;117.8;48.35;5.48;0.11406;1518.7;MG;1.2;;;;
ODH-30;117.8;121.6;5.89;0.69;0.01689;2580.5;SK;3.8;;;;
ODH-30;121.6;123.4;43.65;3.64;0.08842;1514;MG;1.8;;;;
ODH-30;123.4;124.5;7.98;1.01;0.02525;2915.6;SK;1.1;;;;
ODH-30;124.5;125.7;57.35;3.94;0.09584;845.1;MG;1.2;;;;
ODH-30;125.7;126.8;43.81;4.01;0.08759;1608.2;MG;1.1;;;;
ODH-30;126.8;127.3;5.16;1.67;0.02519;3147.6;SK;0.5;;;;
ODH-30;127.3;128.8;52.98;4.25;0.11587;989.5;MG;1.5;;;;
ODH-30;128.8;130.3;58.61;5.16;0.12351;960;MG;1.5;;;;
ODH-30;130.3;131.8;47.21;3.53;0.09573;1255.5;MG;1.5;;;;
ODH-30;131.8;133.3;51.22;4.54;0.1187;956.9;MG;1.5;;;;
ODH-30;133.3;134.8;43.82;2.83;0.41432;1722.6;MG;1.5;;;;
ODH-30;134.8;136.4;51.97;1.14;0.53259;1972.4;MG;1.6;;;;
ODH-30;136.4;137.25;7.39;0.13;0.04089;5683.1;SK;0.85;;;;
ODH-30;137.25;138.75;41.92;0.76;0.42456;2145.1;MG;1.5;;;;
ODH-30;138.75;143.7;4.35;0.28;0.01094;3732;SK;4.95;;;;
ODH-30;143.7;148.7;2.97;0.06;0.00479;4761.3;SK;5;;;;
ODH-30;148.7;154.75;-1;-1;-1;-1;INT;6.05;;;;
ODH-31;0;2.65;-1;-1;-1;-1;SL;2.65;;;;
ODH-31;2.65;9.3;-1;-1;-1;-1;INT;6.65;;;;
ODH-31;9.3;15.8;-1;-1;-1;-1;INT;6.5;;;;
ODH-31;15.8;18.65;-1;-1;-1;-1;FLL;2.85;;;;
ODH-31;18.65;20;-1;-1;-1;-1;INT;1.35;;;;
ODH-31;20;32.9;-1;-1;-1;-1;INT;12.9;;;;
ODH-31;32.9;56.2;-1;-1;-1;-1;INT;23.3;;;;
ODH-31;56.2;94.8;-1;-1;-1;-1;INT;38.6;;;;
ODH-32;0;12.3;-1;-1;-1;-1;SL;12.3;;;;
ODH-32;12.3;16.9;16.77;0.03;0.03003;3282.9;SK;4.6;;;;
ODH-32;16.9;17.9;54.54;0.35;0.03044;1700.7;MG;1;;;;
ODH-32;17.9;24.4;8.15;0.01;0.01377;3891.3;SK;6.5;;;;
ODH-32;24.4;25.9;59.65;0.01;0.04364;1218.4;MG;1.5;;;;
ODH-32;25.9;27.4;65.4;0.01;0.0209;579.7;MG;1.5;;;;
ODH-32;27.4;29.25;65.56;0.06;0.01035;605.9;MG;1.85;;;;
ODH-32;29.25;30.7;61.49;0.2;0.0478;919.4;MG;1.45;;;;
ODH-32;30.7;32.2;58.81;0.04;0.06974;1074.5;MG;1.5;;;;
ODH-32;32.2;33.7;65.26;0.04;0.0911;729.9;MG;1.5;;;;
ODH-32;33.7;35.2;62.83;0.05;0.1063;726;MG;1.5;;;;
ODH-32;35.2;36.7;61.13;0.05;0.15984;798.1;MG;1.5;;;;
ODH-32;36.7;38.2;62.7;0.15;0.06928;850.3;MG;1.5;;;;
ODH-32;38.2;39.7;60.54;0.06;0.07699;799.1;MG;1.5;;;;
ODH-32;39.7;41.2;64.44;0.08;0.04503;775.8;MG;1.5;;;;
ODH-32;41.2;42.7;63.39;0.05;0.05899;745.8;MG;1.5;;;;
ODH-32;42.7;44.5;60.75;0.1;0.05754;920.4;MG;1.8;;;;
ODH-32;44.5;46.3;63.22;0.08;0.03828;851;MG;1.8;;;;
ODH-32;46.3;47.9;30.87;0.62;0.09129;2250;SK;1.6;;;;
ODH-32;47.9;49;18.01;1.95;0.06951;2880.2;FLL;1.1;;;;
ODH-32;49;51;27.41;1.31;0.02559;2188.3;SK;2;;;;
ODH-32;51;53;30.44;0.99;0.0235;2313;SK;2;;;;
ODH-32;53;55;9.07;0.3;0.02496;2639.5;SK;2;;;;
ODH-32;55;56.8;49.76;0.4;0.01846;1590.7;MG;1.8;;;;
ODH-32;56.8;58.5;53.97;0.14;0.00291;1145.2;MG;1.7;;;;
ODH-32;58.5;59.5;32.09;0.51;0.01472;2135.7;MG;1;;;;
ODH-32;59.5;60.4;13.42;0.36;0.00951;2937.2;FLL;0.9;;;;
ODH-32;60.4;66.1;3.37;0.02;0.0039;4780.6;SK;5.7;;;;
ODH-32;66.1;75.6;-1;-1;-1;-1;FLL;9.5;;;;
ODH-32;75.6;83.8;-1;-1;-1;-1;INT;8.2;;;;
ODH-32;83.8;84.7;-1;-1;-1;-1;FLL;0.9;;;;
ODH-32;84.7;94.15;-1;-1;-1;-1;INT;9.45;;;;
ODH-33;0;1;-1;-1;-1;-1;SL;1;;;;
ODH-33;1;26.5;-1;-1;-1;-1;INT;25.5;;;;
ODH-33;26.5;26.9;12.64;0.03;0.03906;3709.4;FLL;0.4;;;;
ODH-33;26.9;28.4;58.11;3.24;0.21131;571.8;MG;1.5;;;;
ODH-33;28.4;29.9;53.74;3;0.13976;765.3;MG;1.5;;;;
ODH-33;29.9;31.15;54.24;1.8;0.02124;1154;MG;1.25;;;;
ODH-33;31.15;32.8;39.02;0.24;0.01651;1537.3;MG;1.65;;;;
ODH-33;32.8;34.4;32.28;0.4;0.015;1421.2;MG;1.6;;;;
ODH-33;34.4;35.9;56.76;4.05;0.05617;1228;MG;1.5;;;;
ODH-33;35.9;37.4;58.95;4.16;0.1489;827.2;MG;1.5;;;;
ODH-33;37.4;38.9;59.26;4.61;0.16664;839;MG;1.5;;;;
ODH-33;38.9;40.6;59.05;2.48;0.10486;862.2;FLL;1.7;;;;
ODH-33;40.6;42.1;54.53;4.2;0.13711;1240.8;MG;1.5;;;;
ODH-33;42.1;43.6;58.53;4.68;0.17659;762.6;MG;1.5;;;;
ODH-33;43.6;45.1;62.09;4.72;0.1717;821.5;MG;1.5;;;;
ODH-33;45.1;46.6;62.66;3.32;0.12907;771.4;MG;1.5;;;;
ODH-33;46.6;48.1;59.47;4.05;0.12604;640;MG;1.5;;;;
ODH-33;48.1;49.6;61.24;2.98;0.13398;643.7;MG;1.5;;;;
ODH-33;49.6;51.1;61.12;3.64;0.11437;610.1;MG;1.5;;;;
ODH-33;51.1;52.6;56.91;1.91;0.06428;762.7;MG;1.5;;;;
ODH-33;52.6;54.1;59.81;4.24;0.15276;757.8;MG;1.5;;;;
ODH-33;54.1;55.6;61.34;5.34;0.10612;639.2;MG;1.5;;;;
ODH-33;55.6;57.1;63.52;5.21;0.28317;553.1;MG;1.5;;;;
ODH-33;57.1;58.6;62.28;4.94;0.19997;750.4;MG;1.5;;;;
ODH-33;58.6;60.1;59.4;2.77;0.12373;734.2;MG;1.5;;;;
ODH-33;60.1;61.6;52.71;2.42;0.05373;1098.7;MG;1.5;;;;
ODH-33;61.6;63.1;58.96;3.69;0.08535;1014.2;MG;1.5;;;;
ODH-33;63.1;64.6;55.36;3.3;0.06435;1220.1;MG;1.5;;;;
ODH-33;64.6;66.1;54.84;2.44;0.07887;1212.2;MG;1.5;;;;
ODH-33;66.1;67.6;54.67;2.98;0.03004;1332.2;MG;1.5;;;;
ODH-33;67.6;69.1;57.28;2.95;0.12834;1347.8;MG;1.5;;;;
ODH-33;69.1;70.6;59.25;3.52;0.05422;938.7;MG;1.5;;;;
ODH-33;70.6;72.1;57.74;3.78;0.02973;1129.4;MG;1.5;;;;
ODH-33;72.1;73.6;57.91;3.71;0.05844;1151.9;MG;1.5;;;;
ODH-33;73.6;76;12.4;2.43;0.00972;1665.3;SK;2.4;;;;
ODH-33;76;78.4;7.85;0.75;0.02113;1007.6;SK;2.4;;;;
ODH-33;78.4;80.55;51.15;3.52;0.10067;1141.1;MG;2.15;;;;
ODH-33;80.55;81.7;9.88;1.38;0.03463;2480.5;SK;1.15;;;;
ODH-33;81.7;83.5;48.79;2.86;0.07266;1197.7;MG;1.8;;;;
ODH-33;83.5;84.2;16.46;1.43;0.02957;1911.2;SK;0.7;;;;
ODH-33;84.2;85.7;60.49;4.44;0.12105;538.1;MG;1.5;;;;
ODH-33;85.7;87.2;61.25;4.22;0.10949;506.1;MG;1.5;;;;
ODH-33;87.2;88.7;59.26;3.56;0.12631;574.7;MG;1.5;;;;
ODH-33;88.7;89.8;46.36;2.91;0.07877;1029.5;MG;1.1;;;;
ODH-33;89.8;91.7;20.54;2.91;0.06156;2087.9;SK;1.9;;;;
ODH-33;91.7;92.9;46.79;5.27;0.14416;763.3;MG;1.2;;;;
ODH-33;92.9;94.25;45.96;3.15;0.07388;741.7;MG;1.35;;;;
ODH-33;94.25;97.5;4.51;0.77;0.00789;502.2;SK;3.25;;;;
ODH-33;97.5;98;51.33;4.4;0.15835;586.6;MG;0.5;;;;
ODH-33;98;98.6;13.41;2.57;0.08594;1757.1;SK;0.6;;;;
ODH-33;98.6;100.7;53.72;3.74;0.18144;950.4;MG;2.1;;;;
ODH-33;100.7;101.9;43.38;1.12;0.05024;1402.9;MG;1.2;;;;
ODH-33;101.9;103.5;56.26;4.27;0.12924;816.9;MG;1.6;;;;
ODH-33;103.5;105.1;59.65;6.1;0.1894;770.2;MG;1.6;;;;
ODH-33;105.1;106.7;47.42;2.46;0.08209;1116.8;MG;1.6;;;;
ODH-33;106.7;108.15;7.79;1.23;0.02488;2674.1;SK;1.45;;;;
ODH-33;108.15;109.65;59.4;4.63;0.13019;907.8;MG;1.5;;;;
ODH-33;109.65;111.15;61.78;3.97;0.12047;607.9;MG;1.5;;;;
ODH-33;111.15;112.65;62.03;4.14;0.11529;628.6;MG;1.5;;;;
ODH-33;112.65;114.15;61.8;3.34;0.09878;591.2;MG;1.5;;;;
ODH-33;114.15;115.65;61.42;3.91;0.12475;508.3;MG;1.5;;;;
ODH-33;115.65;117.15;61.74;4.94;0.23757;563.9;MG;1.5;;;;
ODH-33;117.15;118.65;60.57;4.57;0.14936;617.8;MG;1.5;;;;
ODH-33;118.65;120.15;60.92;4.23;0.12822;644.2;MG;1.5;;;;
ODH-33;120.15;121.6;56.44;4.33;0.16236;736.5;MG;1.45;;;;
ODH-33;121.6;123.1;62.57;4.88;0.26154;626.4;MG;1.5;;;;
ODH-33;123.1;124.6;59.47;5;0.20121;650.6;MG;1.5;;;;
ODH-33;124.6;126.1;51.01;3.63;0.11625;1010.8;MG;1.5;;;;
ODH-33;126.1;127.6;53.99;3;0.05275;936;MG;1.5;;;;
ODH-33;127.6;129.1;55.5;2.32;0.01536;747.1;MG;1.5;;;;
ODH-33;129.1;130.6;54.99;2.88;0.03099;488.7;MG;1.5;;;;
ODH-33;130.6;132.1;59.6;5.38;0.05167;601.7;MG;1.5;;;;
ODH-33;132.1;133.6;54.56;1.6;0.05974;789.4;MG;1.5;;;;
ODH-33;133.6;135.1;55.3;3.38;0.18838;686.7;MG;1.5;;;;
ODH-33;135.1;136.6;54.16;2.44;0.05696;619.2;MG;1.5;;;;
ODH-33;136.6;138.1;51.78;2.8;0.09881;737.3;MG;1.5;;;;
ODH-33;138.1;139.6;52.82;3.22;0.0947;915.9;MG;1.5;;;;
ODH-33;139.6;141.1;57.46;4.88;0.1115;789.7;MG;1.5;;;;
ODH-33;141.1;142.6;55.32;2.79;0.11625;753.5;MG;1.5;;;;
ODH-33;142.6;144.1;55.85;4.06;0.10417;519.4;MG;1.5;;;;
ODH-33;144.1;145.6;56.39;1.85;0.05797;541.4;MG;1.5;;;;
ODH-33;145.6;147.1;50.72;2.53;0.07309;702.7;MG;1.5;;;;
ODH-33;147.1;148.6;56.96;3.77;0.14085;680.3;MG;1.5;;;;
ODH-33;148.6;150.1;56.85;2.42;0.08295;716;MG;1.5;;;;
ODH-33;150.1;151.6;53.48;2.08;0.08124;789.9;MG;1.5;;;;
ODH-33;151.6;153.1;55.57;1.74;0.06229;614.7;MG;1.5;;;;
ODH-33;153.1;154.6;57.01;2.8;0.09269;647.3;MG;1.5;;;;
ODH-33;154.6;156.1;53.47;3.44;0.10557;741.8;MG;1.5;;;;
ODH-33;156.1;157.6;54.3;4.31;0.14781;741.6;MG;1.5;;;;
ODH-33;157.6;159.1;51.74;2.77;0.12094;977.3;MG;1.5;;;;
ODH-33;159.1;160.6;40.96;3.88;0.1275;1324.5;MG;1.5;;;;
ODH-33;160.6;162.1;50.97;4.18;0.13049;853.6;MG;1.5;;;;
ODH-33;162.1;163.6;56.47;3.08;0.09551;496.6;MG;1.5;;;;
ODH-33;163.6;165.1;56.84;5.13;0.20666;753;MG;1.5;;;;
ODH-33;165.1;166.6;55.3;3.19;0.17542;645.6;MG;1.5;;;;
ODH-33;166.6;168.1;58.91;6.64;0.10912;625;MG;1.5;;;;
ODH-33;168.1;169.6;63.01;5.48;0.25332;675.8;MG;1.5;;;;
ODH-33;169.6;171.1;60.51;3.62;0.14483;587.5;MG;1.5;;;;
ODH-33;171.1;172.6;58.61;4.48;0.12344;643.1;MG;1.5;;;;
ODH-33;172.6;174.1;61.91;4.55;0.20825;646.2;MG;1.5;;;;
ODH-33;174.1;175.6;57.16;3.1;0.0574;749.2;MG;1.5;;;;
ODH-33;175.6;177.1;55.92;2.32;0.07274;671.5;MG;1.5;;;;
ODH-33;177.1;178.6;56.31;3.22;0.09774;753.6;MG;1.5;;;;
ODH-33;178.6;180.1;52.49;2.66;0.06377;978.4;MG;1.5;;;;
ODH-33;180.1;181.6;57.99;4.1;0.1253;670.7;MG;1.5;;;;
ODH-33;181.6;183.1;50.22;3.25;0.08202;887.2;MG;1.5;;;;
ODH-33;183.1;185.3;57.01;3.39;0.08676;778.7;MG;2.2;;;;
ODH-33;185.3;189.6;4.77;0.92;0.03457;3480.1;SK;4.3;;;;
ODH-33;189.6;191.3;45.35;3.91;0.16775;1578.8;MG;1.7;;;;
ODH-33;191.3;193;52.71;2.58;0.0506;1121.5;MG;1.7;;;;
ODH-33;193;197;3.67;0.63;0.01175;3617.5;SK;4;;;;
ODH-33;197;200.55;26.79;1.58;0.0445;2573.1;MG;3.55;;;;
ODH-33;200.55;201.8;7.45;0.38;0.01077;3326.4;SK;1.25;;;;
ODH-33;201.8;203.3;45.53;1.33;0.04556;915;MG;1.5;;;;
ODH-33;203.3;204.8;53.55;3.13;0.11483;890;MG;1.5;;;;
ODH-33;204.8;206.3;43.67;2.69;0.06152;1006.1;MG;1.5;;;;
ODH-33;206.3;207.8;57.02;4.48;0.25969;934.4;MG;1.5;;;;
ODH-33;207.8;209.3;44.47;0.84;0.05623;1383.9;MG;1.5;;;;
ODH-33;209.3;211.1;20.24;3.9;0.06592;2081;SK;1.8;;;;
ODH-33;211.1;215.25;1.46;12.9;0.00621;1215.7;MAR;4.15;;;;
ODH-33;215.25;217;39.83;1.37;0.00404;1535.2;MG;1.75;;;;
ODH-33;217;218.7;48.31;0.25;0.00396;1008.5;MG;1.7;;;;
ODH-33;218.7;219.55;2.64;11.9;0.01651;1434.3;MAR;0.85;;;;
ODH-33;219.55;220.1;9.89;0.82;0.0887;2984.8;FLL;0.55;;;;
ODH-33;220.1;230.56;2.23;10;0.00515;1861.2;MAR;10.46;;;;
ODH-33;230.56;232;47.3;5.88;0.11406;804.5;MG;1.44;;;;
ODH-33;232;233.5;47.87;3.68;0.16886;935.6;MG;1.5;;;;
ODH-33;233.5;235;48.73;3.48;0.08265;838.2;MG;1.5;;;;
ODH-33;235;236.5;43.81;3.45;0.07889;1220.6;MG;1.5;;;;
ODH-33;236.5;237.55;40.03;3.11;0.07091;1338.1;MG;1.05;;;;
ODH-33;237.55;240.1;6.13;4.25;0.16204;2101;SK;2.55;;;;
ODH-33;240.1;244.9;1.4;12.1;0.0082;1085.2;MAR;4.8;;;;
ODH-33;244.9;250.93;4.08;1.2;0.03335;2860.3;SK;6.03;;;;
ODH-33;250.93;252.5;47.36;2.54;0.05299;626.3;MG;1.57;;;;
ODH-33;252.5;254;56.05;4.12;0.15932;573.9;MG;1.5;;;;
