DDH;From;To;Fe;S;Cu;MET Total;Litologia;AI;DG;;;
ODH-99;26;27.5;61.27;3.17;0.11275;1174.2;MG;1.5;;;;
ODH-99;27.5;29;46.54;2.49;0.0918;2446.7;MG;1.5;;;;
ODH-99;29;30.5;51.56;3.64;0.10677;1711.3;MG;1.5;;;;
ODH-99;30.5;32;61.39;3.29;0.11481;879.4;MG;1.5;;;;
ODH-99;32;33.5;50.82;2.47;0.14355;1822.7;MG;1.5;;;;
ODH-99;33.5;35;56.26;2.13;0.1209;1335.6;MG;1.5;;;;
ODH-99;35;36.5;62.04;2.57;0.11841;777.2;MG;1.5;;;;
ODH-99;36.5;38;61.27;2.88;0.14945;810.5;MG;1.5;;;;
ODH-99;38;39.5;58.17;2.74;0.1401;761.5;MG;1.5;;;;
ODH-99;39.5;41;59.53;3.95;0.1388;744.6;MG;1.5;;;;
ODH-99;41;42.5;60.52;3.74;0.06848;770.5;MG;1.5;;;;
ODH-99;42.5;44;59.63;4.62;0.06289;897.4;MG;1.5;;;;
ODH-99;44;45.5;58.55;3.68;0.0536;906.8;MG;1.5;;;;
ODH-99;45.5;47;57.73;3.01;0.07124;687.9;MG;1.5;;;;
ODH-99;47;48.5;55.99;3.46;0.04697;804.6;MG;1.5;;;;
ODH-99;48.5;50;36.21;2.33;0.05138;1001.5;MG;1.5;;;;
ODH-99;50;51.5;53.35;7.41;0.36448;1156.2;MG;1.5;;;;
ODH-99;51.5;53;32.32;4.3;0.13571;2424.5;MG;1.5;;;;
ODH-99;53;54.5;41.17;4.95;0.15662;1831.2;MG;1.5;;;;
ODH-99;54.5;56;53.26;4.11;0.13592;936.3;MG;1.5;;;;
ODH-99;56;57.5;56.24;5.63;0.21757;853;MG;1.5;;;;
ODH-99;57.5;59;35.87;3.2;0.13775;2858.1;MG;1.5;;;;
ODH-99;59;59.8;33.73;4.41;0.15649;2518.6;MG;0.8;;;;
ODH-99;59.8;61.3;7.44;0.21;0.00718;5658.3;INT;1.5;;;;
ODH-99;61.3;75.3;6.48;1.6;0.0167;4740.15;INT;14;;;;
ODH-99;75.3;80.3;5.52;2.99;0.02622;3822;SK;5;;;;
ODH-99;80.3;85.3;9.89;5.53;0.03723;2410;SK;5;;;;
ODH-99;85.3;89.85;12.67;2.35;0.02493;3082.5;SK;4.55;;;;
ODH-99;89.85;93.75;-1;-1;-1;-1;MAR;3.9;;;;
ODH-99;93.75;103.5;-1;-1;-1;-1;INT;9.75;;;;
ODH-100;0;5;-1;-1;-1;-1;SL;5;;;;
ODH-100;5;6;60.38;0.05;0.05685;1069.5;MG;1;;;;
ODH-100;6;7.05;60.73;0.04;0.08731;1066.7;MG;1.05;;;;
ODH-100;7.05;9.05;42.51;0.13;0.14947;1507.3;SK;2;;;;
ODH-100;9.05;11.05;43.95;0.1;0.18595;1383.5;SK;2;;;;
ODH-100;11.05;13.05;58.41;0.09;0.05864;1186.4;SK;2;;;;
ODH-100;13.05;15.05;34.06;0.52;0.1247;1767.4;SK;2;;;;
ODH-100;15.05;17.9;62.48;0.13;0.05189;1055.2;SK;2.85;;;;
ODH-100;17.9;19.4;66.16;3.44;0.16855;1081.3;MG;1.5;;;;
ODH-100;19.4;20.9;66.18;1.49;0.04237;1091.5;MG;1.5;;;;
ODH-100;20.9;22.4;66.44;0.06;0.03197;727.8;MG;1.5;;;;
ODH-100;22.4;23.9;65.87;0.25;0.04273;703.7;MG;1.5;;;;
ODH-100;23.9;25.4;58.99;2.93;0.3177;966.1;MG;1.5;;;;
ODH-100;25.4;26.9;58.64;2.82;0.45783;930.7;MG;1.5;;;;
ODH-100;26.9;28.4;51.84;3;0.66759;1233.3;MG;1.5;;;;
ODH-100;28.4;29.9;51.01;4.52;0.7601;1586.7;MG;1.5;;;;
ODH-100;29.9;31.4;53.2;3;0.86063;1436.5;MG;1.5;;;;
ODH-100;31.4;32.9;58.69;5.75;0.43758;1198;MG;1.5;;;;
ODH-100;32.9;34.4;60.33;4.4;0.21585;1086.5;MG;1.5;;;;
ODH-100;34.4;35.9;44.72;4.75;0.20069;2540.6;MG;1.5;;;;
ODH-100;35.9;37.4;60.8;4.18;0.19026;1187.2;MG;1.5;;;;
ODH-100;37.4;38.9;50.25;2.81;0.16337;2408.9;MG;1.5;;;;
ODH-100;38.9;40.4;58.79;3.08;0.13205;1251.2;MG;1.5;;;;
ODH-100;40.4;41.9;58.45;3.56;0.17114;1093.8;MG;1.5;;;;
ODH-100;41.9;43.5;53.27;3.08;0.18142;1447.7;MG;1.6;;;;
ODH-100;43.5;45.5;41.21;2.53;0.10284;1328.4;MG;2;;;;
ODH-100;45.5;52;-1;-1;-1;-1;INT;6.5;;;;
ODH-101;0;1;-1;-1;-1;-1;SL;1;;;;
ODH-101;1;2.5;52.97;0.08;0.11169;1956.5;MG;1.5;;;;
ODH-101;2.5;3.7;59.3;0.06;0.14414;1203.3;MG;1.2;;;;
ODH-101;3.7;5.9;43.22;1.25;0.11394;2105.7;SK;2.2;;;;
ODH-101;5.9;8.1;23.56;2.5;0.09839;3883.5;SK;2.2;;;;
ODH-101;8.1;9.6;27.62;4.12;0.14344;3953.5;MG;1.5;;;;
ODH-101;9.6;11.1;30.59;3.68;0.1404;3692.4;MG;1.5;;;;
ODH-101;11.1;12.6;48.58;3.6;0.122;2113.1;MG;1.5;;;;
ODH-101;12.6;14.1;38.51;2.72;0.10392;3187.2;MG;1.5;;;;
ODH-101;14.1;15.6;50.99;2.97;0.15316;1622.2;MG;1.5;;;;
ODH-101;15.6;17.1;53.74;5.03;0.14333;1407.9;MG;1.5;;;;
ODH-101;17.1;18.6;58.15;5.66;0.14437;1233.3;MG;1.5;;;;
ODH-101;18.6;20.1;55.42;3.75;0.2674;1177.6;MG;1.5;;;;
ODH-101;20.1;21.6;53.65;4.21;0.19647;1399.6;MG;1.5;;;;
ODH-101;21.6;23.1;54.65;4.87;0.16415;1151.8;MG;1.5;;;;
ODH-101;23.1;24.6;46.45;3.65;0.02992;1430.2;MG;1.5;;;;
ODH-101;24.6;26.1;42.94;5.37;0.05831;1560.2;MG;1.5;;;;
ODH-101;26.1;27.6;45.11;2.7;0.10644;1542.9;MG;1.5;;;;
ODH-101;27.6;29.1;54.24;4.27;0.09739;1536.5;MG;1.5;;;;
ODH-101;29.1;30.6;63.07;3.2;0.04249;1145.4;MG;1.5;;;;
ODH-101;30.6;32.1;59.66;2.14;0.06781;1194.2;MG;1.5;;;;
ODH-101;32.1;33.6;47.3;1.47;0.05454;1135;MG;1.5;;;;
ODH-101;33.6;35.1;44.12;3.26;0.08236;1263.2;MG;1.5;;;;
ODH-101;35.1;36.6;53.63;2.76;0.07315;1035.4;MG;1.5;;;;
ODH-101;36.6;38.1;56.57;2.13;0.07011;1103.3;MG;1.5;;;;
ODH-101;38.1;39.6;57.87;2.23;0.07399;1265.4;MG;1.5;;;;
ODH-101;39.6;41.1;55.22;1.86;0.07329;1262.2;MG;1.5;;;;
ODH-101;41.1;42.6;43.32;4.55;0.10499;1284.6;MG;1.5;;;;
ODH-101;42.6;44.1;50.37;2.54;0.0739;1227.3;MG;1.5;;;;
ODH-101;44.1;45.6;54.51;4.42;0.13323;1128.5;MG;1.5;;;;
ODH-101;45.6;47.1;42.23;3.86;0.1218;1443.5;SK;1.5;;;;
ODH-101;47.1;48.6;46.68;2.04;0.05842;1383;SK;1.5;;;;
ODH-101;48.6;50.1;45.34;1.66;0.07537;1300.8;SK;1.5;;;;
ODH-101;50.1;51.6;44.64;1.89;0.0565;1337.4;SK;1.5;;;;
ODH-101;51.6;53.1;43.47;3.67;0.10004;1386.7;SK;1.5;;;;
ODH-101;53.1;55.2;37.82;2.64;0.10085;1343.4;SK;2.1;;;;
ODH-101;55.2;56.7;17.14;3.94;0.12156;2202.7;SK;1.5;;;;
ODH-101;56.7;58.2;19.12;1.56;0.04653;2763.3;SK;1.5;;;;
ODH-101;58.2;61.2;10.51;0.64;0.02782;3967.6;SK;3;;;;
ODH-101;61.2;64.2;13.16;1.14;0.03059;2544.1;SK;3;;;;
ODH-101;64.2;67.2;5.43;0.34;0.0132;3676.4;INT;3;;;;
ODH-101;67.2;84.1;-1;-1;-1;-1;INT;16.9;;;;
ODH-102;0;1.5;48.67;0.06;0.10613;2134.1;SK;1.5;;;;
ODH-102;1.5;3;46.25;0.07;0.12604;2062.8;SK;1.5;;;;
ODH-102;3;4.5;55.94;0.07;0.15676;1238.6;SK;1.5;;;;
ODH-102;4.5;6;57.81;0.03;0.1152;1081.9;SK;1.5;;;;
ODH-102;6;7.65;54.53;0.02;0.1306;1408.5;SK;1.65;;;;
ODH-102;7.65;9.1;57.31;2.13;0.09065;1186.8;MG;1.45;;;;
ODH-102;9.1;10.6;44.85;5.02;0.11045;2626.5;MG;1.5;;;;
ODH-102;10.6;12.1;47.45;3.98;0.09977;1880.4;MG;1.5;;;;
ODH-102;12.1;13.6;20.98;2.22;0.08115;2359.8;MG;1.5;;;;
ODH-102;13.6;15.1;46.3;4.15;0.09711;1415.4;MG;1.5;;;;
ODH-102;15.1;16.6;44.7;3.48;0.11283;1396.7;MG;1.5;;;;
ODH-102;16.6;18.1;51;3.85;0.10179;1303.1;MG;1.5;;;;
ODH-102;18.1;19.6;58.65;3.88;0.1639;990.3;MG;1.5;;;;
ODH-102;19.6;21.3;58.7;4.21;0.11986;1207.8;MG;1.7;;;;
ODH-102;21.3;22.8;44.66;1.63;0.05414;2178.9;MG;1.5;;;;
ODH-102;22.8;24.3;55.32;0.5;0.06036;1140.5;MG;1.5;;;;
ODH-102;24.3;25.8;60.34;0.22;0.03435;688.7;MG;1.5;;;;
ODH-102;25.8;27.3;61.87;1.18;0.12587;717.4;MG;1.5;;;;
ODH-102;27.3;28.8;57.01;3.33;0.39823;1030.2;MG;1.5;;;;
ODH-102;28.8;30.3;56.6;3.52;0.50607;1129.3;MG;1.5;;;;
ODH-102;30.3;31.8;59.92;3.44;0.71544;837.3;MG;1.5;;;;
ODH-102;31.8;33.3;58.93;3.62;0.28824;991.9;MG;1.5;;;;
ODH-102;33.3;34.8;49;4.09;0.13097;951.1;MG;1.5;;;;
ODH-102;34.8;36.3;46.07;4.1;0.15371;1163.9;MG;1.5;;;;
ODH-102;36.3;37.8;55.42;3.68;0.14401;1437;MG;1.5;;;;
ODH-102;37.8;39.3;51.68;4.62;0.13699;2208;MG;1.5;;;;
ODH-102;39.3;40.9;44.76;3.96;0.20599;2540;MG;1.6;;;;
ODH-102;40.9;42.55;37.11;2.97;0.07305;1999.8;MG;1.65;;;;
ODH-102;42.55;53.8;-1;-1;-1;-1;INT;11.25;;;;
ODH-103;0;2;-1;-1;-1;-1;SL;2;;;;
ODH-103;2;3.5;57.75;5.42;0.00639;937.3;MG;1.5;;;;
ODH-103;3.5;5;58.66;0.02;0.00726;904.4;MG;1.5;;;;
ODH-103;5;6.5;48.99;0.01;0.00331;1583.1;MG;1.5;;;;
ODH-103;6.5;8;48.34;0.01;0.0054;2047;MG;1.5;;;;
ODH-103;8;9.5;57.05;0.01;0.01399;1235.4;MG;1.5;;;;
ODH-103;9.5;11;61.22;0.01;0.01635;1158.2;MG;1.5;;;;
ODH-103;11;12.5;61.03;0.01;0.01285;1242.3;MG;1.5;;;;
ODH-103;12.5;14;64.17;0.01;0.01266;855.6;MG;1.5;;;;
ODH-103;14;15.5;45.5;0.01;0.02288;933.3;MG;1.5;;;;
ODH-103;15.5;17;57.15;0.01;0.01123;864.2;MG;1.5;;;;
ODH-103;17;18.5;58.78;0.02;0.01262;1031.9;MG;1.5;;;;
ODH-103;18.5;20;61.29;0.01;0.01333;1085.5;MG;1.5;;;;
ODH-103;20;21.5;62.08;0.01;0.03134;1095.2;MG;1.5;;;;
ODH-103;21.5;23;61.26;0.01;0.0279;749.4;MG;1.5;;;;
ODH-103;23;24.5;64.19;0.02;0.03304;1043.3;MG;1.5;;;;
ODH-103;24.5;26;64.24;0.03;0.02065;795.4;MG;1.5;;;;
ODH-103;26;27.5;65.37;0.02;0.01882;672.5;MG;1.5;;;;
ODH-103;27.5;29;66.72;0.02;0.02814;582.9;MG;1.5;;;;
ODH-103;29;30.5;65.58;0.02;0.01574;712.2;MG;1.5;;;;
ODH-103;30.5;32;65.22;0.02;0.01593;748.4;MG;1.5;;;;
ODH-103;32;33.5;64.02;0.01;0.01277;799.4;MG;1.5;;;;
ODH-103;33.5;35;64.86;0.01;0.00137;737.9;MG;1.5;;;;
ODH-103;35;36.5;61.03;0.01;0.00075;822;MG;1.5;;;;
ODH-103;36.5;38;63.28;0.01;0.00063;869;MG;1.5;;;;
ODH-103;38;40.3;45.67;0.01;0.01533;1071.1;MG;2.3;;;;
ODH-103;40.3;41.7;68.01;0.02;0.01886;697.4;MG;1.4;;;;
ODH-103;41.7;43.1;64.12;2.23;0.13203;795.1;MG;1.4;;;;
ODH-103;43.1;46;51.28;0.08;0.07271;1782;SK;2.9;;;;
ODH-103;46;48.9;28.3;0.08;0.01312;2246;SK;2.9;;;;
ODH-103;48.9;50.4;64.5;0.29;0.02951;531.8;MG;1.5;;;;
ODH-103;50.4;51.9;62.19;0.31;0.0746;795.2;MG;1.5;;;;
ODH-103;51.9;53.4;63.45;1.44;0.06105;555;MG;1.5;;;;
ODH-103;53.4;55;61.3;1.08;0.05312;609;MG;1.6;;;;
ODH-103;55;56.45;49.56;1.41;0.13295;1436.3;MG;1.45;;;;
ODH-103;56.45;58.2;20.84;2.77;0.08965;3363.9;SK;1.75;;;;
ODH-103;58.2;62.5;7.08;0.73;0.01034;2238.6;INT;4.3;;;;
ODH-103;62.5;64.6;52.45;2.78;0.10114;726;MG;2.1;;;;
ODH-103;64.6;67.5;7.18;2.98;0.00446;2267.9;SK;2.9;;;;
ODH-103;67.5;69;37.09;1.64;0.05922;995.3;MG;1.5;;;;
ODH-103;69;71.3;10.24;1.65;0.04171;2032.5;SK;2.3;;;;
ODH-103;71.3;73.2;53.93;2.59;0.16507;627.2;MG;1.9;;;;
ODH-103;73.2;76.5;12.5;1.31;0.04386;3030.8;SK;3.3;;;;
ODH-103;76.5;87.3;3.44;0.92;0.02582;5402.2;INT;10.8;;;;
ODH-103;87.3;91.5;6.65;1.45;0.04658;4266.1;SK;4.2;;;;
ODH-103;91.5;95.6;4.03;0.57;0.0226;4603.8;SK;4.1;;;;
ODH-103;95.6;97.1;48.41;1.53;0.06781;988.2;MG;1.5;;;;
ODH-103;97.1;98.4;41.52;2.22;0.10926;1987.3;MG;1.3;;;;
ODH-103;98.4;99.7;66.57;2.15;0.0659;1980.6;MG;1.3;;;;
ODH-103;99.7;100.5;4.13;1.55;0.01556;2238.3;SK;0.8;;;;
ODH-103;100.5;102;44.87;2.85;0.12462;1706;MG;1.5;;;;
ODH-103;102;103.5;58.85;3.77;0.12837;965.7;MG;1.5;;;;
ODH-103;103.5;105;59.49;3.49;0.12675;867.2;MG;1.5;;;;
ODH-103;105;106.5;56.92;3;0.10741;1107.9;MG;1.5;;;;
ODH-103;106.5;107.9;43.57;3.05;0.12783;1756.2;MG;1.4;;;;
ODH-103;107.9;110.6;6.84;0.56;0.03435;5207.7;SK;2.7;;;;
ODH-103;110.6;121.05;-1;-1;-1;-1;INT;10.45;;;;
ODH-104;0;51;-1;-1;-1;-1;INT;51;;;;
ODH-104;51;53.1;47.24;2.15;0.15021;1438.7;MG;2.1;;;;
ODH-104;53.1;54;-1;-1;-1;-1;INT;0.9;;;;
ODH-104;54;55.55;10.63;0.47;0.03278;2551.6;SK;1.55;;;;
ODH-104;55.55;60.5;2.67;0.03;0.00317;4224.4;INT;4.95;;;;
ODH-104;60.5;63.3;4.2;0.12;0.00673;3984.5;INT;2.8;;;;
ODH-104;63.3;66.25;3.67;0.05;0.00452;4289.7;INT;2.95;;;;
ODH-104;66.25;68.8;15.2;0.39;0.03474;1984;SK;2.55;;;;
ODH-104;68.8;70.5;58.97;2.97;0.09501;1011.3;MG;1.7;;;;
ODH-104;70.5;72;57.52;2.1;0.08671;775.2;MG;1.5;;;;
ODH-104;72;73.5;56.15;2.77;0.19001;682.4;MG;1.5;;;;
ODH-104;73.5;75;57.03;4.67;0.188;726;MG;1.5;;;;
ODH-104;75;76.5;60.79;5.45;0.25347;509.8;MG;1.5;;;;
ODH-104;76.5;78;60.05;3.4;0.15081;620.8;MG;1.5;;;;
ODH-104;78;79.5;61.03;2.48;0.07961;440;MG;1.5;;;;
ODH-104;79.5;81;50.84;2.96;0.11362;763.6;MG;1.5;;;;
ODH-104;81;82.5;49.44;1.98;0.06475;887.6;MG;1.5;;;;
ODH-104;82.5;84;54.73;2.01;0.07016;713.6;MG;1.5;;;;
ODH-104;84;85.5;57.35;3.49;0.16962;713.1;MG;1.5;;;;
ODH-104;85.5;87;58.03;4.51;0.24499;888.2;MG;1.5;;;;
ODH-104;87;88.5;56.65;1.58;0.16086;706.2;MG;1.5;;;;
ODH-104;88.5;90;57.32;3.88;0.23226;834.8;MG;1.5;;;;
ODH-104;90;92;53.27;1.99;0.03783;869.5;MG;2;;;;
ODH-104;92;93.5;20.16;1.09;0.01631;1083.2;MG;1.5;;;;
ODH-104;93.5;95;44.09;2.36;0.07206;1189;MG;1.5;;;;
ODH-104;95;96.5;48.68;2.92;0.05334;947.2;MG;1.5;;;;
ODH-104;96.5;98;48.43;3.34;0.03523;1079;MG;1.5;;;;
ODH-104;98;99.5;42.26;3.4;0.08845;1395.1;MG;1.5;;;;
ODH-104;99.5;101;44.26;3.16;0.10078;1129.3;MG;1.5;;;;
ODH-104;101;102.5;37.38;2.37;0.09205;659.4;MG;1.5;;;;
ODH-104;102.5;104;45.41;3.47;0.1077;728.8;MG;1.5;;;;
ODH-104;104;105.5;42.07;2.85;0.0883;694.6;MG;1.5;;;;
ODH-104;105.5;107;38.5;2.75;0.07572;783.1;MG;1.5;;;;
ODH-104;107;108.5;19.17;1.18;0.03172;1374;MG;1.5;;;;
ODH-104;108.5;110;47.21;3.96;0.09349;701.6;MG;1.5;;;;
ODH-104;110;111.5;45.53;4.16;0.12446;594.8;MG;1.5;;;;
ODH-104;111.5;113;33.96;2.8;0.07535;849.2;MG;1.5;;;;
ODH-104;113;114.35;45.27;3.33;0.09844;814.5;MG;1.35;;;;
ODH-104;114.35;117.35;2.76;0.75;0.00689;2162.5;INT;3;;;;
ODH-104;117.35;131.25;-1;-1;-1;-1;INT;13.9;;;;
ODH-105;0;4.4;-1;-1;-1;-1;SL;4.4;;;;
ODH-105;4.4;97.8;-1;-1;-1;-1;INT;93.4;;;;
ODH-106;0;3.3;-1;-1;-1;-1;SL;3.3;;;;
ODH-106;3.3;4.8;50.8;0.04;0.01865;1389.7;MG;1.5;;;;
ODH-106;4.8;6.3;60.13;0.02;0.02522;1018.1;MG;1.5;;;;
ODH-106;6.3;7.8;61.64;0.06;0.03979;863.6;MG;1.5;;;;
ODH-106;7.8;9.3;66.85;0.03;0.02502;634;MG;1.5;;;;
ODH-106;9.3;10.8;67.31;0.02;0.00629;409.6;MG;1.5;;;;
ODH-106;10.8;12.3;67.93;0.07;0.00444;418.4;MG;1.5;;;;
ODH-106;12.3;13.8;67.92;0.08;0.01422;665.5;MG;1.5;;;;
ODH-106;13.8;15.3;65.78;0.64;0.01709;677.6;MG;1.5;;;;
ODH-106;15.3;16.8;64.64;0.45;0.01349;851.1;MG;1.5;;;;
ODH-106;16.8;18.3;63.97;0.05;0.04512;497.7;MG;1.5;;;;
ODH-106;18.3;19.8;64.92;0.19;0.02465;561.9;MG;1.5;;;;
ODH-106;19.8;21.3;66.36;0.07;0.01754;643.8;MG;1.5;;;;
ODH-106;21.3;22.8;64.59;0.09;0.02291;644.3;MG;1.5;;;;
ODH-106;22.8;24.3;64.72;0.11;0.0191;522;MG;1.5;;;;
ODH-106;24.3;25.8;63.54;0.17;0.04342;706.3;MG;1.5;;;;
ODH-106;25.8;27.3;57.85;1.32;0.16856;926.3;MG;1.5;;;;
ODH-106;27.3;28.8;65.28;0.24;0.08278;933.5;MG;1.5;;;;
ODH-106;28.8;30.3;63.68;1.71;0.11374;458.5;MG;1.5;;;;
ODH-106;30.3;31.8;63.65;1.56;0.14775;534;MG;1.5;;;;
ODH-106;31.8;33.3;64.67;0.15;0.03294;537;MG;1.5;;;;
ODH-106;33.3;34.8;62.96;1.47;0.15702;599.6;MG;1.5;;;;
ODH-106;34.8;36.3;60.44;1.36;0.09705;567;MG;1.5;;;;
ODH-106;36.3;37.8;63.37;0.74;0.01909;369.4;MG;1.5;;;;
ODH-106;37.8;39.3;64.14;0.53;0.02069;421.5;MG;1.5;;;;
ODH-106;39.3;40.8;64.35;0.92;0.01816;441.4;MG;1.5;;;;
ODH-106;40.8;42.3;63.72;0.67;0.02568;450.3;MG;1.5;;;;
ODH-106;42.3;43.8;62.15;3.3;0.13499;588.5;MG;1.5;;;;
ODH-106;43.8;45.3;64.16;1.74;0.02977;664.6;MG;1.5;;;;
ODH-106;45.3;46.8;65.28;1.49;0.03666;600.2;MG;1.5;;;;
ODH-106;46.8;48.3;63.22;0.42;0.03923;431.1;MG;1.5;;;;
ODH-106;48.3;49.8;65.6;1.17;0.02083;334.8;MG;1.5;;;;
ODH-106;49.8;51.3;61.22;1.47;0.12795;469.4;MG;1.5;;;;
ODH-106;51.3;52.8;62.57;3.34;0.11263;579.7;MG;1.5;;;;
ODH-106;52.8;54.3;61.88;4.02;0.23167;508.6;MG;1.5;;;;
ODH-106;54.3;55.8;62.46;5.07;0.16909;592.6;MG;1.5;;;;
ODH-106;55.8;57.3;62.29;3.84;0.1942;548.6;MG;1.5;;;;
ODH-106;57.3;58.8;63.14;2.91;0.13683;493;MG;1.5;;;;
ODH-106;58.8;60.3;62.76;4.19;0.20456;756.3;MG;1.5;;;;
ODH-106;60.3;61.8;65.08;4.4;0.27716;724.3;MG;1.5;;;;
ODH-106;61.8;63.3;63.47;2.98;0.158;648.6;MG;1.5;;;;
ODH-106;63.3;64.8;60.47;4.14;0.28372;642.8;MG;1.5;;;;
ODH-106;64.8;66.3;63.53;4.57;0.25881;571.2;MG;1.5;;;;
ODH-106;66.3;67.8;62.31;4.45;0.33711;612.1;MG;1.5;;;;
ODH-106;67.8;69.3;62.83;3.06;0.19234;674.9;MG;1.5;;;;
ODH-106;69.3;70.8;63.37;4.78;0.11658;860.3;MG;1.5;;;;
ODH-106;70.8;72.3;61.97;4.59;0.07023;936.9;MG;1.5;;;;
ODH-106;72.3;73.8;61.19;4.5;0.06003;953.5;MG;1.5;;;;
ODH-106;73.8;75.3;62.52;4.66;0.01397;878.8;MG;1.5;;;;
ODH-106;75.3;76.8;61.69;5.13;0.01522;988.5;MG;1.5;;;;
ODH-106;76.8;78.3;9.88;1.57;0.03518;2541.6;MG;1.5;;;;
ODH-106;78.3;79.8;62.42;4.69;0.05598;730.9;MG;1.5;;;;
ODH-106;79.8;81.3;62.68;4.4;0.06414;763.8;MG;1.5;;;;
ODH-106;81.3;82.8;63.08;3.72;0.04143;939.6;MG;1.5;;;;
ODH-106;82.8;84.3;63.49;4.09;0.0414;1032.8;MG;1.5;;;;
ODH-106;84.3;85.8;62.22;3.39;0.02852;824.2;MG;1.5;;;;
ODH-106;85.8;87.3;61.84;4.94;0.07253;938.7;MG;1.5;;;;
ODH-106;87.3;88.8;59.64;3.53;0.07585;710.6;MG;1.5;;;;
ODH-106;88.8;90.3;59.33;4.01;0.20394;815;MG;1.5;;;;
ODH-106;90.3;91.8;56.83;3.58;0.13616;737.2;MG;1.5;;;;
ODH-106;91.8;93.3;52.27;3.91;0.10926;1148;MG;1.5;;;;
ODH-106;93.3;94.6;34.97;0.55;0.0155;1843.7;MG;1.3;;;;
ODH-106;94.6;97.5;11.58;0.89;0.02046;2820.3;SK;2.9;;;;
ODH-106;97.5;99;52.76;3.33;0.07158;827.7;MG;1.5;;;;
ODH-106;99;102;61.05;3.54;0.0317;1100.8;MG;3;;;;
ODH-106;102;122.25;-1;-1;-1;-1;INT;20.25;;;;
ODH-107;0;6.8;-1;-1;-1;-1;SL;6.8;;;;
ODH-107;6.8;22.5;0;0;0;0;SK;15.7;;;;
ODH-107;22.5;70.5;-1;-1;-1;-1;INT;48;;;;
ODH-107;70.5;74.3;0;0;0;0;SK;3.8;;;;
ODH-107;74.3;78.7;-1;-1;-1;-1;INT;4.4;;;;
ODH-107;78.7;80.2;48.13;1.77;0.07298;1063.6;MG;1.5;;;;
ODH-107;80.2;81.7;47.97;1.24;0.06333;1030.8;MG;1.5;;;;
ODH-107;81.7;83.2;42.68;3.14;0.17168;1201.1;MG;1.5;;;;
ODH-107;83.2;84.7;59.95;3.45;0.1189;638.2;MG;1.5;;;;
ODH-107;84.7;86.2;61.29;2.76;0.0699;691.1;MG;1.5;;;;
ODH-107;86.2;87.7;53.04;3.37;0.1103;936.8;MG;1.5;;;;
ODH-107;87.7;89.2;60.28;3.6;0.16013;703.4;MG;1.5;;;;
ODH-107;89.2;90.7;58.01;4.05;0.14575;757;MG;1.5;;;;
ODH-107;90.7;92.2;59.32;3.44;0.08661;766.9;MG;1.5;;;;
ODH-107;92.2;93.7;61.11;4.22;0.15261;687;MG;1.5;;;;
ODH-107;93.7;95.2;60.57;3.85;0.16956;680.5;MG;1.5;;;;
ODH-107;95.2;96.7;58.83;4.63;0.17413;651.1;MG;1.5;;;;
ODH-107;96.7;98.2;61.44;3.95;0.10188;878.7;MG;1.5;;;;
ODH-107;98.2;99.7;59.72;3.58;0.12606;850;MG;1.5;;;;
ODH-107;99.7;101.2;41.67;3.15;0.08927;1499.2;MG;1.5;;;;
ODH-107;101.2;102.7;33.88;2.71;0.09928;1463.7;MG;1.5;;;;
ODH-107;102.7;104.2;48.5;3.24;0.10193;950.2;MG;1.5;;;;
ODH-107;104.2;105.7;41.71;2.32;0.05892;1297.9;MG;1.5;;;;
ODH-107;105.7;107.2;44.77;3.32;0.08859;1219.5;MG;1.5;;;;
ODH-107;107.2;108.7;42.61;2.97;0.08193;1310.6;MG;1.5;;;;
ODH-107;108.7;110.2;43.39;4.3;0.10135;1562.5;MG;1.5;;;;
ODH-107;110.2;111.7;60.33;4.75;0.20079;695.8;MG;1.5;;;;
ODH-107;111.7;113.2;53.76;5.62;0.09783;832.9;MG;1.5;;;;
ODH-107;113.2;114.7;51.97;4.36;0.12886;812.1;MG;1.5;;;;
ODH-107;114.7;116.2;43.14;10.1;0.08307;1156;MG;1.5;;;;
ODH-107;116.2;117.7;41.11;10.7;0.08387;1139;MG;1.5;;;;
ODH-107;117.7;119.2;28.93;18.3;0.07122;1657;MG;1.5;;;;
ODH-107;119.2;120.7;45.55;10.2;0.11257;1025.3;MG;1.5;;;;
ODH-107;120.7;122.2;37.16;7.36;0.07919;1552.3;MG;1.5;;;;
ODH-107;122.2;123.7;36.48;11.1;0.08551;1005;MG;1.5;;;;
ODH-107;123.7;125.5;33.28;12.2;0.07087;911;MG;1.8;;;;
ODH-107;125.5;128.7;9.29;6.93;0.06811;2583.9;SK;3.2;;;;
ODH-107;128.7;130.2;26.83;13;0.06016;1737.7;MG;1.5;;;;
ODH-107;130.2;131.7;46.77;2;0.04739;989.6;MG;1.5;;;;
ODH-107;131.7;133.2;40.05;5.22;0.07162;999;MG;1.5;;;;
ODH-107;133.2;134.7;42.95;4.57;0.08903;846.3;MG;1.5;;;;
ODH-107;134.7;136.2;31.51;15;0.08051;1259.4;MG;1.5;;;;
ODH-107;136.2;137.7;32.6;7.3;0.07122;1176.3;MG;1.5;;;;
ODH-107;137.7;139.2;54.26;6.36;0.10526;610.1;MG;1.5;;;;
ODH-107;139.2;140.7;48.55;8.77;0.0909;618.6;MG;1.5;;;;
ODH-107;140.7;142.2;53.97;6.12;0.09276;658.8;MG;1.5;;;;
ODH-107;142.2;143.7;46.48;3.99;0.09555;829.9;MG;1.5;;;;
